indicator,sheet,"Chart SF1.1.A. Average size of households by household type, 2024a","Data for Chart SF1.1.A. Average size of households by household type, 2024a",Unnamed: 13,Unnamed: 14,Unnamed: 15,"Table SF1.1.A. Types of household, 2021a",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 10,Unnamed: 12,"Table SF1.1.B. Households by number of children, 2024a",Unnamed: 5,"Chart SF1.2.A. Living arrangements of children, 2023a",Unnamed: 11,Unnamed: 16,Unnamed: 17,"Chart SF1.2.B. Trends in the living arrangements of children, 2005 to 2023","Chart SF1.2.C. Trends in children living with cohabiting parents, 2007 and 2023a",Distribution of children by the presence and marital status of parents,Unnamed: 1,Unnamed: 9,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 0,Table SF1.3.A. Living arrangements of children by age,Table SF1.3.B. Living arrangements of children by relative income poverty status,Table SF1.3.C: Living arrangements of children by mother's level of educational attainment,"Table SF1.3.D: Living arrangements of young adolescents, 2013-14","Chart SF1.4.A. Child and young adult population, 2023","Data for Chart SF1.4.A. Child and young adult population, 2023","Chart SF1.4.B. Age distribution of children and young adults, 2023","Data for Chart SF1.4.B. Age distribution of children and young adults, 2023","Chart SF1.4.C. Trends in the child population, selected OECD countries","Data for Chart SF1.4.C. Trends in child population, selected OECD countries","Chart SF1.4.D. Youth dependency ratio, 1990 and 2023","Data for Chart SF1.4.A. Youth dependency ratio, 1990 and 2023","Chart SF1.4.E. Estimated (1960-2023) and projected (2024-2060) youth dependency ratios, selected OECD countries","Data for Chart SF1.4.E. Estimated (1960-2023) and projected (2024-2060) youth dependency ratios, selected OECD countries",Child and youth population,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Age distribution of children and young people,Unnamed: 36,Unnamed: 37,Youth dependency ratio,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,"Chart SF1.5.A. Children in overcrowded households, 2017","Chart SF1.5.B. Children in households that lack basic facilities, 2017","Chart SF1.5.C. Children living in areas with environmental problems, 2017","Table SF1.5.A. Children in overcrowded households, 2017","Table SF1.5.B. Children in households that lack basic facilities, 2017","Table SF1.5.C. Children living in areas with environmental problems, 2017"
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,15.0325,15.787,16.152,,11.464,12.754,13.723,14.9095,14.773,14.6555,14.6705,14.644,,14.271,,14.5075,16.123,16.012,,,,,14.8515,15.3775,14.694,14.204,13.579,13.1675,12.9915,13.0455,12.992,12.7795,,,,,,,,,,,,,,,,,,67.1215,73.458,77.7385,73.8665,64.976,,18.79309162127391,20.56722397913543,18.192381296363962,,,,,,,,,,,,,,,,,,,,,,,,Estonia,21.765704774184158,20.681598329042547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,63.2675,64.101,64.478,,44.479,47.785,48.86,48.231,50.98,54.026,59.265,62.206,,47.28,,60.9405,63.877,63.155,,,,,56.7615,62.9185,62.2595,61.619,61.255,60.2795,59.9495,60.5805,61.635,61.956,,,,,,,,,,,,,,,,,,236.635,281.97299999999996,317.9295,311.207,304.4005,,16.295548998206105,19.417689004885876,20.96212843758716,,,,,,,,,,,,,,,,,,,,,,,,Finland,21.893784711581837,21.430848847739036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,796.006,813.051,821.1345,,662.628,695.6735,683.2635,684.005,690.452,744.9155,748.6515,784.6585,,671.3325,,772.978,819.66,820.908,,,,,763.1995,825.637,826.575,818.597,812.363,808.881,807.748,810.6495,795.8385,800.504,,,,,,,,,,,,,,,,,,3396.9025,3720.1965,4034.5099999999998,4104.08,4023.6209999999996,,17.61941947092505,19.296315583908346,20.87015043588178,,,,,,,,,,,,,,,,,,,,,,,,France,20.9266306729857,21.287483836299117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,756.876,757.9455,761.3585,,730.3405,774.2265,798.005,810.495,822.0585,828.5305,799.9725,765.691,,795.5395,,780.2245,765.6385,772.3925,,,,,818.4665,761.935,758.9985,771.8025,780.4945,790.1475,816.1245,860.9755,899.254,922.84,,,,,,,,,,,,,,,,,,3908.6065,4049.2524999999996,3807.5095,3845.6229999999996,4289.3414999999995,,19.640910028992984,20.347662021535015,21.55411922001506,,,,,,,,,,,,,,,,,,,,,,,,Germany,19.13289340434655,19.32441532511039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,102.142,106.2995,110.338,,72.91,77.515,81.7445,84.069,88.307,93.1645,94.455,97.6145,,81.5345,,94.771,111.409,107.9075,,,,,95.4115,106.1915,105.375,103.1565,102.8265,103.847,104.1355,104.3535,104.975,104.293,,,,,,,,,,,,,,,,,,397.773,466.109,527.803,525.457,521.604,,16.310554686711942,19.112650517930117,21.38820524974721,,,,,,,,,,,,,,,,,,,,,,,,Greece,21.642393262767012,21.54619628284372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,91.073,90.6235,94.9725,,87.7555,92.2365,94.2575,93.8635,94.751,96.0295,94.032,91.9105,,93.9365,,92.953,99.738,100.1865,,,,,94.996,101.101,101.407,98.143,96.3665,97.911,100.4145,102.2345,101.753,101.8405,,,,,,,,,,,,,,,,,,462.0495,472.76149999999996,468.31749999999994,497.20399999999995,504.1535,,19.216144323568532,19.661644941995917,20.967204633339517,,,,,,,,,,,,,,,,,,,,,,,,Hungary,19.476823736964988,20.678182364131047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,4.7635,4.9205,5.118,,4.4255,4.7325,4.846,4.5535,4.385,4.325,4.5055,4.6745,,4.6755,,4.597,5.089,4.9445,,,,,4.3665,4.8545,4.814,4.843,4.853,4.807,4.9095,5.196,5.359,5.4575,,,,,,,,,,,,,,,,,,23.233,22.179000000000002,24.5655,24.308999999999997,25.729,,19.358332882002742,18.480112985406052,21.43806425003437,,,,,,,,,,,,,,,,,,,,,,,,Iceland,20.468606138373794,20.25488374418304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,72.4465,74.1375,74.6375,,53.911,58.033,59.79,62.234,64.005,65.2735,66.047,70.207,,59.525,,68.0565,74.4085,73.3255,,,,,65.533,70.5575,67.959,67.1325,67.2775,67.4555,66.982,66.026,65.4875,65.492,,,,,,,,,,,,,,,,,,293.493,328.9150000000001,365.837,346.25200000000007,331.44300000000004,,17.617261125850867,19.74350816956193,19.895254330888264,,,,,,,,,,,,,,,,,,,,,,,,Ireland,21.959794470389085,20.784181903309843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,164.903,162.817,160.691,,173.7185,176.764,174.9115,176.5085,177.384,175.8085,172.542,167.114,,173.5305,,169.458,156.0025,151.441,,,,,173.9425,148.1685,145.0515,143.689,144.655,142.7995,139.0465,137.7075,135.6535,133.4265,,,,,,,,,,,,,,,,,,875.433,869.135,811.5274999999999,733.005,688.6335,,22.008334393400865,21.85000304193292,17.31220589410956,,,,,,,,,,,,,,,,,,,,,,,,Israel,20.401753862877708,18.427702807678944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,536.966,549.4805,562.239,,394.418,408.054,413.2005,434.1565,455.2185,473.302,496.15,521.549,,418.6995,,506.8865,570.639,574.7515,,,,,484.9135,576.64,577.945,582.1065,585.784,584.742,590.3295,604.9335,613.3985,616.68,,,,,,,,,,,,,,,,,,2068.5285,2416.4705000000004,2740.8735,2897.227,3010.0835,,15.750397295156853,18.399732189827862,22.919679867401527,,,,,,,,,,,,,,,,,,,,,,,,Italy,20.8698340684052,22.060356579208555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,1066.1205,1081.8075,1095.115,,769.9265,800.615,826.949,890.382,929.9465,963.9055,1016.373,1052.787,,854.247,,1031.371,1109.897,1122.2535,,,,,998.8905,1126.0735,1121.0625,1134.7955,1165.926,1188.6045,1209.6955,1225.9025,1225.965,1222.7405,,,,,,,,,,,,,,,,,,4142.1195,4940.4865,5405.727,5670.111000000001,6072.908,,15.790720585046476,18.834280825479375,23.151334326953492,,,,,,,,,,,,,,,,,,,,,,,,Japan,20.60788555618483,21.615778706335842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,473.8525,466.307,450.935,,243.2005,254.371,261.7805,314.7265,343.731,382.391,434.7735,456.902,,284.1885,,437.978,452.336,467.671,,,,,419.7865,458.9955,439.433,459.721,486.048,502.1375,545.577,614.3695,649.007,661.637,,,,,,,,,,,,,,,,,,1358.267,2018.66,2300.3325,2311.8685,2972.728,,12.390848775973705,18.41531215151887,27.118838269723668,,,,,,,,,,,,,,,,,,,,,,,,Korea,20.984881574799015,21.09011922798475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,19.424,18.85,19.733,,15.174,16.8755,17.7075,19.1875,20.333,21.747,22.2985,20.5,,18.306,,21.542,21.318,21.734,,,,,22.3905,20.8,19.8545,18.842,18.403,18.2355,17.6255,17.7155,17.5895,16.6045,,,,,,,,,,,,,,,,,,87.25049999999999,108.311,99.825,99.6335,87.7705,,18.07212445149604,22.434368530449547,18.179831624690213,,,,,,,,,,,,,,,,,,,,,,,,Latvia,20.67667031559238,20.637005077771832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,29.209,29.134,29.384,,22.376,23.7235,25.447,28.9025,29.516,30.4225,30.5425,29.2205,,27.479,,29.4505,28.909,27.62,,,,,31.178,27.1075,27.4475,27.9325,28.595,29.026,29.713,31.5895,33.7375,34.763,,,,,,,,,,,,,,,,,,127.92800000000001,151.1095,145.8565,138.70250000000001,158.829,,17.708123536613808,20.91696652457589,21.985519614133224,,,,,,,,,,,,,,,,,,,,,,,,Lithuania,20.18983272323582,19.199557601441256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,7.0735,7.0975,7.0805,,6.727,6.749,6.924,6.9295,7.011,7.0455,7.198,7.177,,6.859,,7.2585,7.006,6.9725,,,,,7.082,6.916,6.867,6.8475,6.886,6.985,7.126,7.539,8.0205,8.4585,,,,,,,,,,,,,,,,,,34.1885,35.595,35.4345,34.489000000000004,38.129,,19.224735149238626,20.01563238039542,21.440540722913244,,,,,,,,,,,,,,,,,,,,,,,,Luxembourg,19.925380687824738,19.39371105962798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,2261.568,2255.97,2248.338,,2030.194,2049.4165,2064.5625,2086.586,2084.49,2100.915,2188.4185,2262.0095,,2078.6665,,2239.5205,2239.845,2232.242,,,,,2138.017,2228.638,2230.1325,2233.6785,2235.501,2238.149,2234.412,2221.064,2186.9165,2146.7985,,,,,,,,,,,,,,,,,,10309.4255,10751.361,11267.7305,11160.192000000001,11027.34,,18.9108082649203,19.72146037215573,20.227694783970865,,,,,,,,,,,,,,,,,,,,,,,,Mexico,20.668648419477353,20.471388159475758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,186.9465,191.401,194.616,,172.615,181.784,181.6565,177.141,177.6945,179.7945,182.309,182.879,,176.783,,182.5655,196.013,195.778,,,,,180.668,197.375,202.0815,208.207,216.815,223.235,229.131,239.336,245.071,244.609,,,,,,,,,,,,,,,,,,889.9794999999999,903.0315,951.8555,1020.2565,1181.382,,17.992087342477163,18.255950413473755,23.883165992958666,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,19.242990758121138,20.625805492969278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,66.9685,67.6795,68.0285,,59.207,58.9565,59.496,60.312,61.333,62.5025,63.954,65.988,,60.0985,,64.7935,67.832,67.353,,,,,63.3455,65.9625,64.039,63.1745,63.3205,63.5805,64.4025,65.948,66.684,66.761,,,,,,,,,,,,,,,,,,298.07,315.9285,336.4965,323.8495,327.376,,18.609364118146708,19.724321440600903,20.439021664516375,,,,,,,,,,,,,,,,,,,,,,,,New Zealand,21.008440611205266,20.218852165530752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,64.797,66.0485,67.6085,,52.156,55.0575,56.4005,57.0205,58.2015,60.3365,62.0145,63.518,,55.876,,62.3675,67.9105,66.8175,,,,,61.723,66.2685,65.8205,65.405,65.443,64.818,65.224,67.601,69.4555,69.7615,,,,,,,,,,,,,,,,,,276.5105,304.64300000000003,329.8825,329.7545,336.86,,17.526727244088594,19.30991686688528,21.352004135263165,,,,,,,,,,,,,,,,,,,,,,,,Norway,20.90973254215683,20.901619211606118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,415.7915,425.095,432.188,,317.416,330.1055,355.2285,390.2825,390.159,390.687,395.0035,406.9715,,379.2185,,399.932,431.7745,421.555,,,,,392.083,404.586,384.9685,368.429,358.785,356.65,362.216,373.573,387.512,402.636,,,,,,,,,,,,,,,,,,1772.251,1967.8645000000001,2111.8205,1938.3235000000002,1882.5869999999998,,18.321917958689824,20.34421305041903,19.46259562787438,,,,,,,,,,,,,,,,,,,,,,,,Poland,21.83246162337012,20.038811739646654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,94.792,100.105,100.219,,85.664,82.4425,82.892,88.292,88.2255,88.476,85.8045,88.01,,86.8415,,84.4575,100.506,101.464,,,,,88.175,101.699,104.9655,106.1305,106.7975,108.8515,109.1945,113.481,116.6765,113.546,,,,,,,,,,,,,,,,,,426.13199999999995,435.1385,483.63200000000006,521.0565,561.7495,,17.55284870485892,17.923836407871867,23.13908362556707,,,,,,,,,,,,,,,,,,,,,,,,Portugal,19.92133734342488,21.462893918277256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,60.2955,60.8555,59.958,,52.807,55.4095,57.318,59.48,60.489,60.678,58.212,57.716,,58.0405,,57.6135,59.317,56.586,,,,,59.577,55.0075,54.975,54.9315,53.4555,51.8585,51.8415,53.974,56.1805,57.119,,,,,,,,,,,,,,,,,,283.055,296.5695,298.142,274.95550000000003,270.9735,,19.881709255946937,20.83096420547793,19.033107852065275,,,,,,,,,,,,,,,,,,,,,,,,Slovak Republic,20.94141619468489,19.312802491824975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,22.787,23.0985,23.1205,,18.0645,18.866,19.3305,20.0815,20.6165,21.036,21.539,22.277,,19.53,,21.788,22.9515,22.1655,,,,,21.1865,20.7925,19.8835,19.3935,18.976,18.82,19.1675,20.1555,20.8045,20.97,,,,,,,,,,,,,,,,,,95.8725,106.166,114.23449999999998,101.211,99.9175,,18.529613849206083,20.51907464512569,19.311405166007447,,,,,,,,,,,,,,,,,,,,,,,,Slovenia,22.078501898428975,19.56140444123181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,477.6005,489.317,499.444,,339.0055,342.7835,345.311,376.802,395.787,420.868,446.756,458.664,,359.0355,,447.895,515.388,517.737,,,,,437.772,508.062,503.592,498.728,495.1305,486.768,483.782,490.497,491.571,484.5205,,,,,,,,,,,,,,,,,,1762.9375,2149.078,2440.4135,2523.2495,2437.1385,,15.58354121701076,18.996842254232522,21.54316206122666,,,,,,,,,,,,,,,,,,,,,,,,Spain,21.57211152624497,22.304342941285093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,125.568,127.5305,128.2745,,101.748,110.9405,116.373,119.826,121.427,123.9525,124.9845,125.493,,117.494,,125.355,126.046,124.6895,,,,,125.0975,123.5685,121.3715,119.4865,118.867,117.1725,114.6135,114.8415,119.2515,120.556,,,,,,,,,,,,,,,,,,566.3815000000001,620.8165,632.912,607.983,586.4350000000001,,18.788397387584396,20.594152716445162,19.453625907604778,,,,,,,,,,,,,,,,,,,,,,,,Sweden,20.99539297694366,20.16843101142202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,89.1285,89.3,89.2355,,83.2475,86.052,88.1295,89.068,90.028,90.7565,90.7325,89.1835,,87.5345,,89.693,88.3075,87.2,,,,,91.1625,85.967,85.4485,85.3765,85.2905,86.2795,87.731,91.0885,94.7275,96.8725,,,,,,,,,,,,,,,,,,434.0315,452.3725,445.15500000000003,429.28249999999997,456.699,,19.572652675340088,20.399740162581022,20.59484370183994,,,,,,,,,,,,,,,,,,,,,,,,Switzerland,20.074266963782623,19.358496496456322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,1349.2215,1334.4945,1317.656,,1062.4765,1090.6735,1147.001,1245.9255,1284.343,1315.552,1354.1,1358.9435,,1200.285,,1360.7495,1299.22,1279.1785,,,,,1338.9995,1258.948,1245.3235,1245.1345,1259.8975,1289.7625,1332.2035,1374.152,1402.5035,1414.5975,,,,,,,,,,,,,,,,,,5746.3615,6653.744,6659.5355,6288.482,6813.219,,17.86729390832012,20.688639174323008,21.184498457806892,,,,,,,,,,,,,,,,,,,,,,,,Türkiye,20.70664681840702,19.55292164114296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,868.174,855.675,843.745,,691.0385,699.1115,710.672,759.9845,787.1715,811.722,828.8295,862.023,,730.756,,841.0335,842.5295,834.939,,,,,824.649,815.9855,795.505,777.435,764.576,753.61,766.5005,796.912,826.9715,851.053,,,,,,,,,,,,,,,,,,3591.5625,4093.4055000000003,4272.1465,3988.4405,3995.047,,18.011304272559077,20.52799358815747,20.03473616293029,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,21.424360708869273,20.001605267483903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,4205.4355,4257.3355,4355.295,,3701.204,3717.7585,3668.364,3831.3715,3910.0775,4011.687,4149.8685,4167.369,,3724.9805,,4156.4385,4475.732,4567.944,,,,,4100.6755,4587.133,4523.5125,4468.78,4462.369,4449.9525,4458.315,4509.9425,4504.617,4467.5905,,,,,,,,,,,,,,,,,,18643.678499999998,20328.747,21461.166999999998,22609.7385,22390.417499999996,,17.68283757833005,19.281062552755582,21.23648055631826,,,,,,,,,,,,,,,,,,,,,,,,United States,20.355120922215907,21.44449839038019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,16677.268,16796.651,16944.078500000003,,14009.654,14327.385999999999,14486.086499999998,15110.023499999996,15413.520999999999,15801.102499999997,16265.699999999997,16533.882999999998,,14729.941,,16391.238,17103.143,17178.043999999998,,,,,16105.861999999997,17090.592,16933.5845,16894.009,16973.256,17057.064000000002,17277.289999999997,17660.363,17847.809,17898.584500000004,,,,,,,,,,,,,,,,,,72663.09099999999,79977.42349999999,84055.0235,85069.48549999998,87741.11050000001,,17.74407877367717,19.530213801388378,21.426079664047233,,,,,,,,,,,,,,,,,,,,,,,,OECD total,20.525949801767805,20.773677959119404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,736.5305,745.3525,738.037,,496.088,507.937,525.948,647.616,691.925,717.476,761.5875,734.427,,573.0405,,753.76,732.4615,718.9185,,,,,743.084,704.838,703.264,697.5475,691.279,690.6395,692.134,694.9615,698.6445,696.168,,,,,,,,,,,,,,,,,,2750.6295,3667.8324999999995,3686.8084999999996,3515.847,3472.5475,,16.09151401996003,21.45726209095592,20.31482130953193,,,,,,,,,,,,,,,,,,,,,,,,Argentina,21.56827397752325,20.568128602028885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,2876.5685,2886.6535,2897.2165,,2588.7855,2615.1375,2646.889,2797.325,2833.7355,2824.575,2896.0645,2869.3195,,2712.7115,,2880.5885,2909.9105,2939.516,,,,,2857.434,2983.989,3027.2485,3054.395,3062.383,3096.327,3157.373,3214.187,3265.5265,3306.705,,,,,,,,,,,,,,,,,,13360.8485,14292.397500000001,14439.6685,15067.531500000001,16040.1185,,18.252384515422694,19.52498262496323,21.912561207092878,,,,,,,,,,,,,,,,,,,,,,,,Brazil,19.72617096415971,20.5839006883615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,68.6745,69.479,71.461,,63.3345,61.558,59.371,62.8035,64.312,65.7965,67.591,67.042,,61.0535,,67.1795,71.791,69.231,,,,,66.5405,67.6055,66.3165,65.206,63.9695,62.5805,62.2185,64.107,66.1115,62.588,,,,,,,,,,,,,,,,,,308.1205,331.4195,348.4475,332.3285,317.6055,,18.811676872182215,20.234150415633476,19.39076445360782,,,,,,,,,,,,,,,,,,,,,,,,Bulgaria,21.27376067778584,20.289647580790657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,39.936,40.845,42.3515,,32.313,34.478,34.5435,34.0025,34.2055,34.486,36.1635,38.938,,33.463,,37.5935,42.5305,41.314,,,,,34.992,40.451,40.9475,40.411,38.929,38.5255,38.6755,39.6305,40.825,41.992,,,,,,,,,,,,,,,,,,168.79999999999998,177.4405,204.601,202.0525,199.64849999999998,,17.720994076379792,18.6280927097741,20.95953723849592,,,,,,,,,,,,,,,,,,,,,,,,Croatia,21.4794615463352,21.211914429014982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,14.255,13.8895,13.5975,,14.714,14.969,14.983,14.6165,14.61,14.7915,14.36,14.2215,,14.7705,,14.095,13.3305,13.1735,,,,,14.7175,13.125,13.181,13.341,13.598,13.945,14.387,14.934,15.579,16.3055,,,,,,,,,,,,,,,,,,74.053,72.574,69.294,66.41850000000001,75.1505,,20.714705306442138,20.300987440208115,21.02170690089233,,,,,,,,,,,,,,,,,,,,,,,,Cryprus,19.383479258161067,18.579121094296347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,4.8315,4.717,4.63,,4.2625,4.3585,4.4835,4.661,4.8285,4.8985,4.8345,4.7335,,4.5125,,4.7255,4.68,4.5305,,,,,4.9365,4.387,4.3855,4.4145,4.509,4.583,4.7145,5.182,5.618,6.046,,,,,,,,,,,,,,,,,,22.278,24.223499999999998,23.592,22.2265,26.1435,,18.8057925014878,20.448070502728687,22.068822886374285,,,,,,,,,,,,,,,,,,,,,,,,Malta,19.914994914045252,18.762319195363975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF_1_4_Population_age_children_youth_dependency_ratio,AgeDistributionChildren,,,563.4945,566.9925,569.36,,535.5655,536.892,538.667,540.2945,539.6445,540.533,546.3205,556.3745,,540.449,,551.4745,575.5655,580.2065,,,,,542.5425,582.402,580.2865,576.724,568.3185,558.09,553.2065,554.907,556.787,554.752,,,,,,,,,,,,,,,,,,2691.868,2720.5150000000003,2831.7870000000003,2887.9375,2777.7425,,19.352243194570754,19.558190778477126,19.969607867805905,,,,,,,,,,,,,,,,,,,,,,,,Peru,20.35814189225621,20.76181626689001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
