country,year,indicator,birth_order,unit,value,source
Estonia,2012,births_by_birth_order,First birth,%,41.1,OECD
Estonia,2012,births_by_birth_order,Second birth,%,37.9,OECD
Estonia,2012,births_by_birth_order,Third birth or higher,%,21.0,OECD
Finland,2012,births_by_birth_order,First birth,%,41.1,OECD
Finland,2012,births_by_birth_order,Second birth,%,34.0,OECD
Finland,2012,births_by_birth_order,Third birth or higher,%,24.9,OECD
Greece,2012,births_by_birth_order,First birth,%,51.1,OECD
Greece,2012,births_by_birth_order,Second birth,%,36.0,OECD
Greece,2012,births_by_birth_order,Third birth or higher,%,12.9,OECD
Iceland,2012,births_by_birth_order,First birth,%,39.6,OECD
Iceland,2012,births_by_birth_order,Second birth,%,34.1,OECD
Iceland,2012,births_by_birth_order,Third birth or higher,%,26.2,OECD
Latvia,2012,births_by_birth_order,First birth,%,46.2,OECD
Latvia,2012,births_by_birth_order,Second birth,%,36.3,OECD
Latvia,2012,births_by_birth_order,Third birth or higher,%,17.4,OECD
Lithuania,2012,births_by_birth_order,First birth,%,46.9,OECD
Lithuania,2012,births_by_birth_order,Second birth,%,37.5,OECD
Lithuania,2012,births_by_birth_order,Third birth or higher,%,15.6,OECD
Luxembourg,2012,births_by_birth_order,First birth,%,51.5,OECD
Luxembourg,2012,births_by_birth_order,Second birth,%,34.0,OECD
Luxembourg,2012,births_by_birth_order,Third birth or higher,%,14.4,OECD
Netherlands,2012,births_by_birth_order,First birth,%,46.4,OECD
Netherlands,2012,births_by_birth_order,Second birth,%,36.6,OECD
Netherlands,2012,births_by_birth_order,Third birth or higher,%,17.0,OECD
Norway,2012,births_by_birth_order,First birth,%,42.6,OECD
Norway,2012,births_by_birth_order,Second birth,%,37.3,OECD
Norway,2012,births_by_birth_order,Third birth or higher,%,20.1,OECD
Poland,2012,births_by_birth_order,First birth,%,48.7,OECD
Poland,2012,births_by_birth_order,Second birth,%,36.3,OECD
Poland,2012,births_by_birth_order,Third birth or higher,%,15.0,OECD
Slovenia,2012,births_by_birth_order,First birth,%,48.0,OECD
Slovenia,2012,births_by_birth_order,Second birth,%,38.6,OECD
Slovenia,2012,births_by_birth_order,Third birth or higher,%,13.4,OECD
Spain,2012,births_by_birth_order,First birth,%,52.1,OECD
Spain,2012,births_by_birth_order,Second birth,%,37.4,OECD
Spain,2012,births_by_birth_order,Third birth or higher,%,10.5,OECD
Switzerland,2012,births_by_birth_order,First birth,%,48.5,OECD
Switzerland,2012,births_by_birth_order,Second birth,%,37.1,OECD
Switzerland,2012,births_by_birth_order,Third birth or higher,%,14.5,OECD
Romania,2012,births_by_birth_order,First birth,%,51.0,OECD
Romania,2012,births_by_birth_order,Second birth,%,30.5,OECD
Romania,2012,births_by_birth_order,Third birth or higher,%,18.5,OECD
Austria,2013,births_by_birth_order,First birth,%,48.1,OECD
Austria,2013,births_by_birth_order,Second birth,%,35.6,OECD
Austria,2013,births_by_birth_order,Third birth or higher,%,16.3,OECD
Belgium,2013,births_by_birth_order,First birth,%,43.9,OECD
Belgium,2013,births_by_birth_order,Second birth,%,34.9,OECD
Belgium,2013,births_by_birth_order,Third birth or higher,%,21.2,OECD
Czechia,2013,births_by_birth_order,First birth,%,48.0,OECD
Czechia,2013,births_by_birth_order,Second birth,%,37.6,OECD
Czechia,2013,births_by_birth_order,Third birth or higher,%,14.5,OECD
Estonia,2013,births_by_birth_order,First birth,%,41.6,OECD
Estonia,2013,births_by_birth_order,Second birth,%,37.5,OECD
Estonia,2013,births_by_birth_order,Third birth or higher,%,20.9,OECD
Finland,2013,births_by_birth_order,First birth,%,40.5,OECD
Finland,2013,births_by_birth_order,Second birth,%,34.2,OECD
Finland,2013,births_by_birth_order,Third birth or higher,%,25.3,OECD
Greece,2013,births_by_birth_order,First birth,%,50.6,OECD
Greece,2013,births_by_birth_order,Second birth,%,36.8,OECD
Greece,2013,births_by_birth_order,Third birth or higher,%,12.6,OECD
Iceland,2013,births_by_birth_order,First birth,%,39.0,OECD
Iceland,2013,births_by_birth_order,Second birth,%,34.2,OECD
Iceland,2013,births_by_birth_order,Third birth or higher,%,26.7,OECD
Latvia,2013,births_by_birth_order,First birth,%,44.6,OECD
Latvia,2013,births_by_birth_order,Second birth,%,37.2,OECD
Latvia,2013,births_by_birth_order,Third birth or higher,%,18.2,OECD
Lithuania,2013,births_by_birth_order,First birth,%,48.2,OECD
Lithuania,2013,births_by_birth_order,Second birth,%,36.9,OECD
Lithuania,2013,births_by_birth_order,Third birth or higher,%,14.9,OECD
Luxembourg,2013,births_by_birth_order,First birth,%,53.8,OECD
Luxembourg,2013,births_by_birth_order,Second birth,%,32.9,OECD
Luxembourg,2013,births_by_birth_order,Third birth or higher,%,13.3,OECD
Netherlands,2013,births_by_birth_order,First birth,%,46.4,OECD
Netherlands,2013,births_by_birth_order,Second birth,%,36.7,OECD
Netherlands,2013,births_by_birth_order,Third birth or higher,%,16.9,OECD
Norway,2013,births_by_birth_order,First birth,%,43.1,OECD
Norway,2013,births_by_birth_order,Second birth,%,37.4,OECD
Norway,2013,births_by_birth_order,Third birth or higher,%,19.4,OECD
Poland,2013,births_by_birth_order,First birth,%,48.6,OECD
Poland,2013,births_by_birth_order,Second birth,%,36.4,OECD
Poland,2013,births_by_birth_order,Third birth or higher,%,15.0,OECD
Slovenia,2013,births_by_birth_order,First birth,%,49.6,OECD
Slovenia,2013,births_by_birth_order,Second birth,%,37.5,OECD
Slovenia,2013,births_by_birth_order,Third birth or higher,%,12.9,OECD
Spain,2013,births_by_birth_order,First birth,%,52.7,OECD
Spain,2013,births_by_birth_order,Second birth,%,36.8,OECD
Spain,2013,births_by_birth_order,Third birth or higher,%,10.5,OECD
Switzerland,2013,births_by_birth_order,First birth,%,48.4,OECD
Switzerland,2013,births_by_birth_order,Second birth,%,37.2,OECD
Switzerland,2013,births_by_birth_order,Third birth or higher,%,14.3,OECD
Romania,2013,births_by_birth_order,First birth,%,51.0,OECD
Romania,2013,births_by_birth_order,Second birth,%,30.4,OECD
Romania,2013,births_by_birth_order,Third birth or higher,%,18.5,OECD
Austria,2014,births_by_birth_order,First birth,%,48.0,OECD
Austria,2014,births_by_birth_order,Second birth,%,35.5,OECD
Austria,2014,births_by_birth_order,Third birth or higher,%,16.5,OECD
Belgium,2014,births_by_birth_order,First birth,%,42.3,OECD
Belgium,2014,births_by_birth_order,Second birth,%,35.1,OECD
Belgium,2014,births_by_birth_order,Third birth or higher,%,22.6,OECD
Czechia,2014,births_by_birth_order,First birth,%,47.4,OECD
Czechia,2014,births_by_birth_order,Second birth,%,37.5,OECD
Czechia,2014,births_by_birth_order,Third birth or higher,%,15.1,OECD
Estonia,2014,births_by_birth_order,First birth,%,41.9,OECD
Estonia,2014,births_by_birth_order,Second birth,%,37.2,OECD
Estonia,2014,births_by_birth_order,Third birth or higher,%,21.0,OECD
Finland,2014,births_by_birth_order,First birth,%,40.8,OECD
Finland,2014,births_by_birth_order,Second birth,%,34.3,OECD
Finland,2014,births_by_birth_order,Third birth or higher,%,25.0,OECD
Greece,2014,births_by_birth_order,First birth,%,49.8,OECD
Greece,2014,births_by_birth_order,Second birth,%,37.8,OECD
Greece,2014,births_by_birth_order,Third birth or higher,%,12.4,OECD
Iceland,2014,births_by_birth_order,First birth,%,39.9,OECD
Iceland,2014,births_by_birth_order,Second birth,%,36.1,OECD
Iceland,2014,births_by_birth_order,Third birth or higher,%,24.0,OECD
Latvia,2014,births_by_birth_order,First birth,%,44.2,OECD
Latvia,2014,births_by_birth_order,Second birth,%,37.5,OECD
Latvia,2014,births_by_birth_order,Third birth or higher,%,18.3,OECD
Lithuania,2014,births_by_birth_order,First birth,%,47.7,OECD
Lithuania,2014,births_by_birth_order,Second birth,%,37.0,OECD
Lithuania,2014,births_by_birth_order,Third birth or higher,%,15.3,OECD
Luxembourg,2014,births_by_birth_order,First birth,%,54.3,OECD
Luxembourg,2014,births_by_birth_order,Second birth,%,32.7,OECD
Luxembourg,2014,births_by_birth_order,Third birth or higher,%,13.1,OECD
Netherlands,2014,births_by_birth_order,First birth,%,46.1,OECD
Netherlands,2014,births_by_birth_order,Second birth,%,36.5,OECD
Netherlands,2014,births_by_birth_order,Third birth or higher,%,17.4,OECD
Norway,2014,births_by_birth_order,First birth,%,43.1,OECD
Norway,2014,births_by_birth_order,Second birth,%,37.5,OECD
Norway,2014,births_by_birth_order,Third birth or higher,%,19.4,OECD
Poland,2014,births_by_birth_order,First birth,%,47.4,OECD
Poland,2014,births_by_birth_order,Second birth,%,37.5,OECD
Poland,2014,births_by_birth_order,Third birth or higher,%,15.1,OECD
Slovenia,2014,births_by_birth_order,First birth,%,48.0,OECD
Slovenia,2014,births_by_birth_order,Second birth,%,38.2,OECD
Slovenia,2014,births_by_birth_order,Third birth or higher,%,13.8,OECD
Spain,2014,births_by_birth_order,First birth,%,52.0,OECD
Spain,2014,births_by_birth_order,Second birth,%,37.3,OECD
Spain,2014,births_by_birth_order,Third birth or higher,%,10.7,OECD
Switzerland,2014,births_by_birth_order,First birth,%,48.7,OECD
Switzerland,2014,births_by_birth_order,Second birth,%,36.8,OECD
Switzerland,2014,births_by_birth_order,Third birth or higher,%,14.5,OECD
Romania,2014,births_by_birth_order,First birth,%,53.5,OECD
Romania,2014,births_by_birth_order,Second birth,%,29.6,OECD
Romania,2014,births_by_birth_order,Third birth or higher,%,16.9,OECD
Austria,2015,births_by_birth_order,First birth,%,48.3,OECD
Austria,2015,births_by_birth_order,Second birth,%,35.3,OECD
Austria,2015,births_by_birth_order,Third birth or higher,%,16.4,OECD
Belgium,2015,births_by_birth_order,First birth,%,43.5,OECD
Belgium,2015,births_by_birth_order,Second birth,%,34.8,OECD
Belgium,2015,births_by_birth_order,Third birth or higher,%,21.8,OECD
Czechia,2015,births_by_birth_order,First birth,%,48.1,OECD
Czechia,2015,births_by_birth_order,Second birth,%,37.3,OECD
Czechia,2015,births_by_birth_order,Third birth or higher,%,14.7,OECD
Estonia,2015,births_by_birth_order,First birth,%,42.3,OECD
Estonia,2015,births_by_birth_order,Second birth,%,37.0,OECD
Estonia,2015,births_by_birth_order,Third birth or higher,%,20.7,OECD
Finland,2015,births_by_birth_order,First birth,%,41.3,OECD
Finland,2015,births_by_birth_order,Second birth,%,34.4,OECD
Finland,2015,births_by_birth_order,Third birth or higher,%,24.3,OECD
Greece,2015,births_by_birth_order,First birth,%,48.1,OECD
Greece,2015,births_by_birth_order,Second birth,%,39.0,OECD
Greece,2015,births_by_birth_order,Third birth or higher,%,12.9,OECD
Iceland,2015,births_by_birth_order,First birth,%,39.4,OECD
Iceland,2015,births_by_birth_order,Second birth,%,35.4,OECD
Iceland,2015,births_by_birth_order,Third birth or higher,%,25.2,OECD
Latvia,2015,births_by_birth_order,First birth,%,42.6,OECD
Latvia,2015,births_by_birth_order,Second birth,%,37.5,OECD
Latvia,2015,births_by_birth_order,Third birth or higher,%,19.9,OECD
Lithuania,2015,births_by_birth_order,First birth,%,47.4,OECD
Lithuania,2015,births_by_birth_order,Second birth,%,37.7,OECD
Lithuania,2015,births_by_birth_order,Third birth or higher,%,14.9,OECD
Luxembourg,2015,births_by_birth_order,First birth,%,54.5,OECD
Luxembourg,2015,births_by_birth_order,Second birth,%,32.9,OECD
Luxembourg,2015,births_by_birth_order,Third birth or higher,%,12.6,OECD
Netherlands,2015,births_by_birth_order,First birth,%,45.5,OECD
Netherlands,2015,births_by_birth_order,Second birth,%,36.8,OECD
Netherlands,2015,births_by_birth_order,Third birth or higher,%,17.6,OECD
Norway,2015,births_by_birth_order,First birth,%,43.2,OECD
Norway,2015,births_by_birth_order,Second birth,%,37.4,OECD
Norway,2015,births_by_birth_order,Third birth or higher,%,19.4,OECD
Poland,2015,births_by_birth_order,First birth,%,47.3,OECD
Poland,2015,births_by_birth_order,Second birth,%,37.8,OECD
Poland,2015,births_by_birth_order,Third birth or higher,%,14.9,OECD
Slovenia,2015,births_by_birth_order,First birth,%,47.9,OECD
Slovenia,2015,births_by_birth_order,Second birth,%,38.0,OECD
Slovenia,2015,births_by_birth_order,Third birth or higher,%,14.1,OECD
Spain,2015,births_by_birth_order,First birth,%,51.2,OECD
Spain,2015,births_by_birth_order,Second birth,%,37.9,OECD
Spain,2015,births_by_birth_order,Third birth or higher,%,10.9,OECD
Switzerland,2015,births_by_birth_order,First birth,%,48.7,OECD
Switzerland,2015,births_by_birth_order,Second birth,%,36.7,OECD
Switzerland,2015,births_by_birth_order,Third birth or higher,%,14.7,OECD
Romania,2015,births_by_birth_order,First birth,%,54.6,OECD
Romania,2015,births_by_birth_order,Second birth,%,29.2,OECD
Romania,2015,births_by_birth_order,Third birth or higher,%,16.2,OECD
Austria,2016,births_by_birth_order,First birth,%,47.3,OECD
Austria,2016,births_by_birth_order,Second birth,%,35.6,OECD
Austria,2016,births_by_birth_order,Third birth or higher,%,17.1,OECD
Belgium,2016,births_by_birth_order,First birth,%,44.1,OECD
Belgium,2016,births_by_birth_order,Second birth,%,34.5,OECD
Belgium,2016,births_by_birth_order,Third birth or higher,%,21.4,OECD
Czechia,2016,births_by_birth_order,First birth,%,48.7,OECD
Czechia,2016,births_by_birth_order,Second birth,%,36.7,OECD
Czechia,2016,births_by_birth_order,Third birth or higher,%,14.6,OECD
Estonia,2016,births_by_birth_order,First birth,%,40.8,OECD
Estonia,2016,births_by_birth_order,Second birth,%,37.3,OECD
Estonia,2016,births_by_birth_order,Third birth or higher,%,21.9,OECD
Finland,2016,births_by_birth_order,First birth,%,41.4,OECD
Finland,2016,births_by_birth_order,Second birth,%,34.0,OECD
Finland,2016,births_by_birth_order,Third birth or higher,%,24.6,OECD
Greece,2016,births_by_birth_order,First birth,%,48.7,OECD
Greece,2016,births_by_birth_order,Second birth,%,38.2,OECD
Greece,2016,births_by_birth_order,Third birth or higher,%,13.1,OECD
Iceland,2016,births_by_birth_order,First birth,%,38.6,OECD
Iceland,2016,births_by_birth_order,Second birth,%,35.1,OECD
Iceland,2016,births_by_birth_order,Third birth or higher,%,26.3,OECD
Latvia,2016,births_by_birth_order,First birth,%,41.1,OECD
Latvia,2016,births_by_birth_order,Second birth,%,38.3,OECD
Latvia,2016,births_by_birth_order,Third birth or higher,%,20.6,OECD
Lithuania,2016,births_by_birth_order,First birth,%,47.0,OECD
Lithuania,2016,births_by_birth_order,Second birth,%,37.8,OECD
Lithuania,2016,births_by_birth_order,Third birth or higher,%,15.2,OECD
Luxembourg,2016,births_by_birth_order,First birth,%,54.6,OECD
Luxembourg,2016,births_by_birth_order,Second birth,%,32.8,OECD
Luxembourg,2016,births_by_birth_order,Third birth or higher,%,12.6,OECD
Netherlands,2016,births_by_birth_order,First birth,%,45.3,OECD
Netherlands,2016,births_by_birth_order,Second birth,%,36.7,OECD
Netherlands,2016,births_by_birth_order,Third birth or higher,%,18.1,OECD
Norway,2016,births_by_birth_order,First birth,%,43.3,OECD
Norway,2016,births_by_birth_order,Second birth,%,37.6,OECD
Norway,2016,births_by_birth_order,Third birth or higher,%,19.1,OECD
Poland,2016,births_by_birth_order,First birth,%,46.0,OECD
Poland,2016,births_by_birth_order,Second birth,%,38.5,OECD
Poland,2016,births_by_birth_order,Third birth or higher,%,15.5,OECD
Slovenia,2016,births_by_birth_order,First birth,%,47.4,OECD
Slovenia,2016,births_by_birth_order,Second birth,%,38.3,OECD
Slovenia,2016,births_by_birth_order,Third birth or higher,%,14.3,OECD
Spain,2016,births_by_birth_order,First birth,%,50.3,OECD
Spain,2016,births_by_birth_order,Second birth,%,38.2,OECD
Spain,2016,births_by_birth_order,Third birth or higher,%,11.6,OECD
Switzerland,2016,births_by_birth_order,First birth,%,49.1,OECD
Switzerland,2016,births_by_birth_order,Second birth,%,36.4,OECD
Switzerland,2016,births_by_birth_order,Third birth or higher,%,14.5,OECD
Romania,2016,births_by_birth_order,First birth,%,53.7,OECD
Romania,2016,births_by_birth_order,Second birth,%,30.0,OECD
Romania,2016,births_by_birth_order,Third birth or higher,%,16.3,OECD
Austria,2017,births_by_birth_order,First birth,%,47.5,OECD
Austria,2017,births_by_birth_order,Second birth,%,35.3,OECD
Austria,2017,births_by_birth_order,Third birth or higher,%,17.2,OECD
Belgium,2017,births_by_birth_order,First birth,%,43.6,OECD
Belgium,2017,births_by_birth_order,Second birth,%,34.6,OECD
Belgium,2017,births_by_birth_order,Third birth or higher,%,21.9,OECD
Czechia,2017,births_by_birth_order,First birth,%,48.7,OECD
Czechia,2017,births_by_birth_order,Second birth,%,36.6,OECD
Czechia,2017,births_by_birth_order,Third birth or higher,%,14.7,OECD
Estonia,2017,births_by_birth_order,First birth,%,40.2,OECD
Estonia,2017,births_by_birth_order,Second birth,%,36.8,OECD
Estonia,2017,births_by_birth_order,Third birth or higher,%,23.0,OECD
Finland,2017,births_by_birth_order,First birth,%,40.6,OECD
Finland,2017,births_by_birth_order,Second birth,%,34.0,OECD
Finland,2017,births_by_birth_order,Third birth or higher,%,25.3,OECD
Greece,2017,births_by_birth_order,First birth,%,47.7,OECD
Greece,2017,births_by_birth_order,Second birth,%,38.4,OECD
Greece,2017,births_by_birth_order,Third birth or higher,%,13.9,OECD
Iceland,2017,births_by_birth_order,First birth,%,41.3,OECD
Iceland,2017,births_by_birth_order,Second birth,%,34.6,OECD
Iceland,2017,births_by_birth_order,Third birth or higher,%,24.1,OECD
Latvia,2017,births_by_birth_order,First birth,%,40.1,OECD
Latvia,2017,births_by_birth_order,Second birth,%,37.9,OECD
Latvia,2017,births_by_birth_order,Third birth or higher,%,22.0,OECD
Lithuania,2017,births_by_birth_order,First birth,%,46.4,OECD
Lithuania,2017,births_by_birth_order,Second birth,%,38.2,OECD
Lithuania,2017,births_by_birth_order,Third birth or higher,%,15.4,OECD
Luxembourg,2017,births_by_birth_order,First birth,%,53.4,OECD
Luxembourg,2017,births_by_birth_order,Second birth,%,33.9,OECD
Luxembourg,2017,births_by_birth_order,Third birth or higher,%,12.6,OECD
Netherlands,2017,births_by_birth_order,First birth,%,45.0,OECD
Netherlands,2017,births_by_birth_order,Second birth,%,36.7,OECD
Netherlands,2017,births_by_birth_order,Third birth or higher,%,18.2,OECD
Norway,2017,births_by_birth_order,First birth,%,42.7,OECD
Norway,2017,births_by_birth_order,Second birth,%,37.9,OECD
Norway,2017,births_by_birth_order,Third birth or higher,%,19.4,OECD
Poland,2017,births_by_birth_order,First birth,%,43.1,OECD
Poland,2017,births_by_birth_order,Second birth,%,40.3,OECD
Poland,2017,births_by_birth_order,Third birth or higher,%,16.6,OECD
Slovenia,2017,births_by_birth_order,First birth,%,45.8,OECD
Slovenia,2017,births_by_birth_order,Second birth,%,39.5,OECD
Slovenia,2017,births_by_birth_order,Third birth or higher,%,14.7,OECD
Spain,2017,births_by_birth_order,First birth,%,49.7,OECD
Spain,2017,births_by_birth_order,Second birth,%,38.1,OECD
Spain,2017,births_by_birth_order,Third birth or higher,%,12.2,OECD
Switzerland,2017,births_by_birth_order,First birth,%,48.5,OECD
Switzerland,2017,births_by_birth_order,Second birth,%,36.9,OECD
Switzerland,2017,births_by_birth_order,Third birth or higher,%,14.5,OECD
Romania,2017,births_by_birth_order,First birth,%,54.4,OECD
Romania,2017,births_by_birth_order,Second birth,%,29.6,OECD
Romania,2017,births_by_birth_order,Third birth or higher,%,16.0,OECD
Austria,2018,births_by_birth_order,First birth,%,47.1,OECD
Austria,2018,births_by_birth_order,Second birth,%,35.3,OECD
Austria,2018,births_by_birth_order,Third birth or higher,%,17.6,OECD
Belgium,2018,births_by_birth_order,First birth,%,42.9,OECD
Belgium,2018,births_by_birth_order,Second birth,%,34.5,OECD
Belgium,2018,births_by_birth_order,Third birth or higher,%,22.6,OECD
Czechia,2018,births_by_birth_order,First birth,%,48.0,OECD
Czechia,2018,births_by_birth_order,Second birth,%,37.2,OECD
Czechia,2018,births_by_birth_order,Third birth or higher,%,14.7,OECD
Estonia,2018,births_by_birth_order,First birth,%,36.7,OECD
Estonia,2018,births_by_birth_order,Second birth,%,37.3,OECD
Estonia,2018,births_by_birth_order,Third birth or higher,%,26.0,OECD
Finland,2018,births_by_birth_order,First birth,%,40.7,OECD
Finland,2018,births_by_birth_order,Second birth,%,34.2,OECD
Finland,2018,births_by_birth_order,Third birth or higher,%,25.1,OECD
Greece,2018,births_by_birth_order,First birth,%,47.0,OECD
Greece,2018,births_by_birth_order,Second birth,%,38.6,OECD
Greece,2018,births_by_birth_order,Third birth or higher,%,14.4,OECD
Iceland,2018,births_by_birth_order,First birth,%,44.7,OECD
Iceland,2018,births_by_birth_order,Second birth,%,33.2,OECD
Iceland,2018,births_by_birth_order,Third birth or higher,%,22.1,OECD
Latvia,2018,births_by_birth_order,First birth,%,39.5,OECD
Latvia,2018,births_by_birth_order,Second birth,%,37.8,OECD
Latvia,2018,births_by_birth_order,Third birth or higher,%,22.6,OECD
Lithuania,2018,births_by_birth_order,First birth,%,44.4,OECD
Lithuania,2018,births_by_birth_order,Second birth,%,40.0,OECD
Lithuania,2018,births_by_birth_order,Third birth or higher,%,15.6,OECD
Luxembourg,2018,births_by_birth_order,First birth,%,52.3,OECD
Luxembourg,2018,births_by_birth_order,Second birth,%,35.7,OECD
Luxembourg,2018,births_by_birth_order,Third birth or higher,%,12.0,OECD
Netherlands,2018,births_by_birth_order,First birth,%,44.8,OECD
Netherlands,2018,births_by_birth_order,Second birth,%,36.6,OECD
Netherlands,2018,births_by_birth_order,Third birth or higher,%,18.5,OECD
Norway,2018,births_by_birth_order,First birth,%,43.0,OECD
Norway,2018,births_by_birth_order,Second birth,%,38.2,OECD
Norway,2018,births_by_birth_order,Third birth or higher,%,18.9,OECD
Poland,2018,births_by_birth_order,First birth,%,42.7,OECD
Poland,2018,births_by_birth_order,Second birth,%,38.0,OECD
Poland,2018,births_by_birth_order,Third birth or higher,%,19.4,OECD
Slovenia,2018,births_by_birth_order,First birth,%,45.5,OECD
Slovenia,2018,births_by_birth_order,Second birth,%,39.2,OECD
Slovenia,2018,births_by_birth_order,Third birth or higher,%,15.4,OECD
Spain,2018,births_by_birth_order,First birth,%,49.1,OECD
Spain,2018,births_by_birth_order,Second birth,%,38.0,OECD
Spain,2018,births_by_birth_order,Third birth or higher,%,12.9,OECD
Switzerland,2018,births_by_birth_order,First birth,%,47.9,OECD
Switzerland,2018,births_by_birth_order,Second birth,%,37.3,OECD
Switzerland,2018,births_by_birth_order,Third birth or higher,%,14.8,OECD
Romania,2018,births_by_birth_order,First birth,%,53.6,OECD
Romania,2018,births_by_birth_order,Second birth,%,30.4,OECD
Romania,2018,births_by_birth_order,Third birth or higher,%,16.0,OECD
Austria,2019,births_by_birth_order,First birth,%,47.2,OECD
Austria,2019,births_by_birth_order,Second birth,%,35.1,OECD
Austria,2019,births_by_birth_order,Third birth or higher,%,17.7,OECD
Belgium,2019,births_by_birth_order,First birth,%,42.6,OECD
Belgium,2019,births_by_birth_order,Second birth,%,34.7,OECD
Belgium,2019,births_by_birth_order,Third birth or higher,%,22.6,OECD
Czechia,2019,births_by_birth_order,First birth,%,47.8,OECD
Czechia,2019,births_by_birth_order,Second birth,%,37.6,OECD
Czechia,2019,births_by_birth_order,Third birth or higher,%,14.6,OECD
Estonia,2019,births_by_birth_order,First birth,%,38.8,OECD
Estonia,2019,births_by_birth_order,Second birth,%,34.6,OECD
Estonia,2019,births_by_birth_order,Third birth or higher,%,26.6,OECD
Finland,2019,births_by_birth_order,First birth,%,42.1,OECD
Finland,2019,births_by_birth_order,Second birth,%,33.7,OECD
Finland,2019,births_by_birth_order,Third birth or higher,%,24.2,OECD
Greece,2019,births_by_birth_order,First birth,%,46.6,OECD
Greece,2019,births_by_birth_order,Second birth,%,38.5,OECD
Greece,2019,births_by_birth_order,Third birth or higher,%,14.8,OECD
Iceland,2019,births_by_birth_order,First birth,%,45.7,OECD
Iceland,2019,births_by_birth_order,Second birth,%,33.4,OECD
Iceland,2019,births_by_birth_order,Third birth or higher,%,20.8,OECD
Latvia,2019,births_by_birth_order,First birth,%,39.0,OECD
Latvia,2019,births_by_birth_order,Second birth,%,37.7,OECD
Latvia,2019,births_by_birth_order,Third birth or higher,%,23.3,OECD
Lithuania,2019,births_by_birth_order,First birth,%,45.7,OECD
Lithuania,2019,births_by_birth_order,Second birth,%,38.9,OECD
Lithuania,2019,births_by_birth_order,Third birth or higher,%,15.4,OECD
Luxembourg,2019,births_by_birth_order,First birth,%,52.6,OECD
Luxembourg,2019,births_by_birth_order,Second birth,%,34.8,OECD
Luxembourg,2019,births_by_birth_order,Third birth or higher,%,12.6,OECD
Netherlands,2019,births_by_birth_order,First birth,%,45.5,OECD
Netherlands,2019,births_by_birth_order,Second birth,%,36.1,OECD
Netherlands,2019,births_by_birth_order,Third birth or higher,%,18.4,OECD
Norway,2019,births_by_birth_order,First birth,%,43.2,OECD
Norway,2019,births_by_birth_order,Second birth,%,38.2,OECD
Norway,2019,births_by_birth_order,Third birth or higher,%,18.5,OECD
Poland,2019,births_by_birth_order,First birth,%,42.9,OECD
Poland,2019,births_by_birth_order,Second birth,%,35.9,OECD
Poland,2019,births_by_birth_order,Third birth or higher,%,21.3,OECD
Slovenia,2019,births_by_birth_order,First birth,%,46.0,OECD
Slovenia,2019,births_by_birth_order,Second birth,%,38.5,OECD
Slovenia,2019,births_by_birth_order,Third birth or higher,%,15.5,OECD
Spain,2019,births_by_birth_order,First birth,%,49.5,OECD
Spain,2019,births_by_birth_order,Second birth,%,37.0,OECD
Spain,2019,births_by_birth_order,Third birth or higher,%,13.4,OECD
Switzerland,2019,births_by_birth_order,First birth,%,48.5,OECD
Switzerland,2019,births_by_birth_order,Second birth,%,36.8,OECD
Switzerland,2019,births_by_birth_order,Third birth or higher,%,14.7,OECD
Romania,2019,births_by_birth_order,First birth,%,54.1,OECD
Romania,2019,births_by_birth_order,Second birth,%,30.1,OECD
Romania,2019,births_by_birth_order,Third birth or higher,%,15.8,OECD
Austria,2020,births_by_birth_order,First birth,%,47.7,OECD
Austria,2020,births_by_birth_order,Second birth,%,35.3,OECD
Austria,2020,births_by_birth_order,Third birth or higher,%,17.0,OECD
Belgium,2020,births_by_birth_order,First birth,%,45.0,OECD
Belgium,2020,births_by_birth_order,Second birth,%,34.2,OECD
Belgium,2020,births_by_birth_order,Third birth or higher,%,20.8,OECD
Czechia,2020,births_by_birth_order,First birth,%,47.6,OECD
Czechia,2020,births_by_birth_order,Second birth,%,37.6,OECD
Czechia,2020,births_by_birth_order,Third birth or higher,%,14.8,OECD
Estonia,2020,births_by_birth_order,First birth,%,38.0,OECD
Estonia,2020,births_by_birth_order,Second birth,%,34.9,OECD
Estonia,2020,births_by_birth_order,Third birth or higher,%,27.1,OECD
Finland,2020,births_by_birth_order,First birth,%,42.1,OECD
Finland,2020,births_by_birth_order,Second birth,%,34.1,OECD
Finland,2020,births_by_birth_order,Third birth or higher,%,23.9,OECD
Greece,2020,births_by_birth_order,First birth,%,46.3,OECD
Greece,2020,births_by_birth_order,Second birth,%,38.3,OECD
Greece,2020,births_by_birth_order,Third birth or higher,%,15.4,OECD
Iceland,2020,births_by_birth_order,First birth,%,47.1,OECD
Iceland,2020,births_by_birth_order,Second birth,%,33.6,OECD
Iceland,2020,births_by_birth_order,Third birth or higher,%,19.2,OECD
Latvia,2020,births_by_birth_order,First birth,%,38.7,OECD
Latvia,2020,births_by_birth_order,Second birth,%,37.3,OECD
Latvia,2020,births_by_birth_order,Third birth or higher,%,24.1,OECD
Lithuania,2020,births_by_birth_order,First birth,%,44.4,OECD
Lithuania,2020,births_by_birth_order,Second birth,%,39.2,OECD
Lithuania,2020,births_by_birth_order,Third birth or higher,%,16.5,OECD
Luxembourg,2020,births_by_birth_order,First birth,%,53.4,OECD
Luxembourg,2020,births_by_birth_order,Second birth,%,33.8,OECD
