country,year,value,category,sex,indicator,unit,source
Latvia,2017,40.4,total,all,mean_age_first_marriage,%,OECD
Luxembourg,2017,40.8,total,all,mean_age_first_marriage,%,OECD
Netherlands,2017,51.0,total,all,mean_age_first_marriage,%,OECD
New Zealand,2017,46.9,total,all,mean_age_first_marriage,%,OECD
Norway,2017,55.7,total,all,mean_age_first_marriage,%,OECD
Portugal,2017,54.9,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,2017,40.1,total,all,mean_age_first_marriage,%,OECD
Slovenia,2017,57.5,total,all,mean_age_first_marriage,%,OECD
Spain,2017,46.8,total,all,mean_age_first_marriage,%,OECD
Sweden,2017,54.5,total,all,mean_age_first_marriage,%,OECD
Switzerland,2017,25.2,total,all,mean_age_first_marriage,%,OECD
United States,2017,39.8,total,all,mean_age_first_marriage,%,OECD
Bulgaria,2017,58.9,total,all,mean_age_first_marriage,%,OECD
Croatia,2017,19.9,total,all,mean_age_first_marriage,%,OECD
Austria,2018,41.3,total,all,mean_age_first_marriage,%,OECD
Czech Republic,2018,48.5,total,all,mean_age_first_marriage,%,OECD
Denmark,2018,54.2,total,all,mean_age_first_marriage,%,OECD
Finland,2018,44.6,total,all,mean_age_first_marriage,%,OECD
Germany,2018,33.9,total,all,mean_age_first_marriage,%,OECD
Greece,2018,11.1,total,all,mean_age_first_marriage,%,OECD
Hungary,2018,43.9,total,all,mean_age_first_marriage,%,OECD
Italy,2018,34.0,total,all,mean_age_first_marriage,%,OECD
Latvia,2018,39.5,total,all,mean_age_first_marriage,%,OECD
Luxembourg,2018,39.5,total,all,mean_age_first_marriage,%,OECD
Netherlands,2018,51.9,total,all,mean_age_first_marriage,%,OECD
New Zealand,2018,48.2,total,all,mean_age_first_marriage,%,OECD
Norway,2018,56.4,total,all,mean_age_first_marriage,%,OECD
Portugal,2018,55.9,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,2018,40.0,total,all,mean_age_first_marriage,%,OECD
Slovenia,2018,57.7,total,all,mean_age_first_marriage,%,OECD
Spain,2018,47.3,total,all,mean_age_first_marriage,%,OECD
Sweden,2018,54.5,total,all,mean_age_first_marriage,%,OECD
Switzerland,2018,25.7,total,all,mean_age_first_marriage,%,OECD
United States,2018,39.6,total,all,mean_age_first_marriage,%,OECD
Bulgaria,2018,58.5,total,all,mean_age_first_marriage,%,OECD
Croatia,2018,20.7,total,all,mean_age_first_marriage,%,OECD
Austria,2019,40.6,total,all,mean_age_first_marriage,%,OECD
Czech Republic,2019,48.2,total,all,mean_age_first_marriage,%,OECD
Denmark,2019,54.1,total,all,mean_age_first_marriage,%,OECD
Finland,2019,45.4,total,all,mean_age_first_marriage,%,OECD
Germany,2019,33.3,total,all,mean_age_first_marriage,%,OECD
Greece,2019,12.4,total,all,mean_age_first_marriage,%,OECD
Hungary,2019,38.7,total,all,mean_age_first_marriage,%,OECD
Italy,2019,35.4,total,all,mean_age_first_marriage,%,OECD
Latvia,2019,38.4,total,all,mean_age_first_marriage,%,OECD
Luxembourg,2019,40.4,total,all,mean_age_first_marriage,%,OECD
Netherlands,2019,52.4,total,all,mean_age_first_marriage,%,OECD
New Zealand,2019,47.6,total,all,mean_age_first_marriage,%,OECD
Norway,2019,57.6,total,all,mean_age_first_marriage,%,OECD
Portugal,2019,56.8,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,2019,40.1,total,all,mean_age_first_marriage,%,OECD
Slovenia,2019,57.7,total,all,mean_age_first_marriage,%,OECD
Spain,2019,48.4,total,all,mean_age_first_marriage,%,OECD
Sweden,2019,54.5,total,all,mean_age_first_marriage,%,OECD
Switzerland,2019,26.5,total,all,mean_age_first_marriage,%,OECD
United States,2019,40.0,total,all,mean_age_first_marriage,%,OECD
Bulgaria,2019,58.4,total,all,mean_age_first_marriage,%,OECD
Croatia,2019,21.5,total,all,mean_age_first_marriage,%,OECD
Austria,2020,41.2,total,all,mean_age_first_marriage,%,OECD
Czech Republic,2020,48.5,total,all,mean_age_first_marriage,%,OECD
Denmark,2020,54.2,total,all,mean_age_first_marriage,%,OECD
Finland,2020,46.1,total,all,mean_age_first_marriage,%,OECD
Germany,2020,33.1,total,all,mean_age_first_marriage,%,OECD
Greece,2020,13.8,total,all,mean_age_first_marriage,%,OECD
Hungary,2020,30.4,total,all,mean_age_first_marriage,%,OECD
Italy,2020,33.8,total,all,mean_age_first_marriage,%,OECD
Latvia,2020,39.5,total,all,mean_age_first_marriage,%,OECD
Luxembourg,2020,41.6,total,all,mean_age_first_marriage,%,OECD
Netherlands,2020,53.5,total,all,mean_age_first_marriage,%,OECD
New Zealand,2020,48.3,total,all,mean_age_first_marriage,%,OECD
Norway,2020,58.5,total,all,mean_age_first_marriage,%,OECD
Portugal,2020,57.9,total,all,mean_age_first_marriage,%,OECD
Slovak Republic,2020,40.7,total,all,mean_age_first_marriage,%,OECD
Slovenia,2020,56.5,total,all,mean_age_first_marriage,%,OECD
Spain,2020,47.6,total,all,mean_age_first_marriage,%,OECD
Sweden,2020,55.2,total,all,mean_age_first_marriage,%,OECD
Switzerland,2020,27.7,total,all,mean_age_first_marriage,%,OECD
United States,2020,40.5,total,all,mean_age_first_marriage,%,OECD
Bulgaria,2020,59.6,total,all,mean_age_first_marriage,%,OECD
Croatia,2020,22.8,total,all,mean_age_first_marriage,%,OECD
