region,iso_code,indicator,year,age_group,percentage,number,process
Low-income countries,1500,Married or in-union women,1972,15-49,73.65,65507,Estimate
Low-income countries,1500,Married or in-union women,1973,15-19,38.19,7519,Estimate
Low-income countries,1500,Married or in-union women,1973,20-24,75.66,12426,Estimate
Low-income countries,1500,Married or in-union women,1973,25-29,87.85,12840,Estimate
Low-income countries,1500,Married or in-union women,1973,30-34,89.17,11207,Estimate
Low-income countries,1500,Married or in-union women,1973,35-39,87.69,9496,Estimate
Low-income countries,1500,Married or in-union women,1973,40-44,81.87,7500,Estimate
Low-income countries,1500,Married or in-union women,1973,45-49,76.16,5865,Estimate
Low-income countries,1500,Married or in-union women,1973,15-49,73.48,66856,Estimate
Low-income countries,1500,Married or in-union women,1974,15-19,37.94,7725,Estimate
Low-income countries,1500,Married or in-union women,1974,20-24,75.57,12715,Estimate
Low-income countries,1500,Married or in-union women,1974,25-29,87.71,13061,Estimate
Low-income countries,1500,Married or in-union women,1974,30-34,89.12,11419,Estimate
Low-income countries,1500,Married or in-union women,1974,35-39,87.69,9709,Estimate
Low-income countries,1500,Married or in-union women,1974,40-44,81.91,7671,Estimate
Low-income countries,1500,Married or in-union women,1974,45-49,76.23,6008,Estimate
Low-income countries,1500,Married or in-union women,1974,15-49,73.28,68310,Estimate
Low-income countries,1500,Married or in-union women,1975,15-19,37.78,7942,Estimate
Low-income countries,1500,Married or in-union women,1975,20-24,75.43,13048,Estimate
Low-income countries,1500,Married or in-union women,1975,25-29,87.56,13289,Estimate
Low-income countries,1500,Married or in-union women,1975,30-34,89.06,11660,Estimate
Low-income countries,1500,Married or in-union women,1975,35-39,87.69,9911,Estimate
Low-income countries,1500,Married or in-union women,1975,40-44,81.96,7835,Estimate
Low-income countries,1500,Married or in-union women,1975,45-49,76.29,6145,Estimate
Low-income countries,1500,Married or in-union women,1975,15-49,73.11,69833,Estimate
Low-income countries,1500,Married or in-union women,1976,15-19,37.63,8162,Estimate
Low-income countries,1500,Married or in-union women,1976,20-24,75.16,13415,Estimate
Low-income countries,1500,Married or in-union women,1976,25-29,87.41,13466,Estimate
Low-income countries,1500,Married or in-union women,1976,30-34,88.99,11919,Estimate
Low-income countries,1500,Married or in-union women,1976,35-39,87.68,10101,Estimate
Low-income countries,1500,Married or in-union women,1976,40-44,82.0,8005,Estimate
Low-income countries,1500,Married or in-union women,1976,45-49,76.37,6281,Estimate
Low-income countries,1500,Married or in-union women,1976,15-49,72.92,71352,Estimate
Low-income countries,1500,Married or in-union women,1977,15-19,37.51,8379,Estimate
Low-income countries,1500,Married or in-union women,1977,20-24,74.71,13811,Estimate
Low-income countries,1500,Married or in-union women,1977,25-29,87.27,13613,Estimate
Low-income countries,1500,Married or in-union women,1977,30-34,88.92,12186,Estimate
Low-income countries,1500,Married or in-union women,1977,35-39,87.66,10272,Estimate
Low-income countries,1500,Married or in-union women,1977,40-44,82.07,8179,Estimate
Low-income countries,1500,Married or in-union women,1977,45-49,76.47,6413,Estimate
Low-income countries,1500,Married or in-union women,1977,15-49,72.71,72855,Estimate
Low-income countries,1500,Married or in-union women,1978,15-19,37.38,8608,Estimate
Low-income countries,1500,Married or in-union women,1978,20-24,74.24,14285,Estimate
Low-income countries,1500,Married or in-union women,1978,25-29,87.12,13902,Estimate
Low-income countries,1500,Married or in-union women,1978,30-34,88.84,12464,Estimate
Low-income countries,1500,Married or in-union women,1978,35-39,87.64,10460,Estimate
Low-income countries,1500,Married or in-union women,1978,40-44,82.15,8369,Estimate
Low-income countries,1500,Married or in-union women,1978,45-49,76.58,6552,Estimate
Low-income countries,1500,Married or in-union women,1978,15-49,72.51,74644,Estimate
Low-income countries,1500,Married or in-union women,1979,15-19,37.15,8823,Estimate
Low-income countries,1500,Married or in-union women,1979,20-24,73.87,14769,Estimate
Low-income countries,1500,Married or in-union women,1979,25-29,86.97,14301,Estimate
Low-income countries,1500,Married or in-union women,1979,30-34,88.74,12724,Estimate
Low-income countries,1500,Married or in-union women,1979,35-39,87.61,10670,Estimate
Low-income countries,1500,Married or in-union women,1979,40-44,82.24,8559,Estimate
Low-income countries,1500,Married or in-union women,1979,45-49,76.71,6694,Estimate
Low-income countries,1500,Married or in-union women,1979,15-49,72.32,76544,Estimate
Low-income countries,1500,Married or in-union women,1980,15-19,36.82,8965,Estimate
Low-income countries,1500,Married or in-union women,1980,20-24,73.53,15120,Estimate
Low-income countries,1500,Married or in-union women,1980,25-29,86.81,14633,Estimate
Low-income countries,1500,Married or in-union women,1980,30-34,88.62,12902,Estimate
Low-income countries,1500,Married or in-union women,1980,35-39,87.57,10849,Estimate
Low-income countries,1500,Married or in-union women,1980,40-44,82.31,8705,Estimate
Low-income countries,1500,Married or in-union women,1980,45-49,76.84,6811,Estimate
Low-income countries,1500,Married or in-union women,1980,15-49,72.1,77989,Estimate
Low-income countries,1500,Married or in-union women,1981,15-19,36.5,9093,Estimate
Low-income countries,1500,Married or in-union women,1981,20-24,73.22,15402,Estimate
Low-income countries,1500,Married or in-union women,1981,25-29,86.61,14957,Estimate
Low-income countries,1500,Married or in-union women,1981,30-34,88.44,12990,Estimate
Low-income countries,1500,Married or in-union women,1981,35-39,87.48,11025,Estimate
Low-income countries,1500,Married or in-union women,1981,40-44,82.33,8830,Estimate
Low-income countries,1500,Married or in-union women,1981,45-49,76.92,6926,Estimate
Low-income countries,1500,Married or in-union women,1981,15-49,71.87,79225,Estimate
Low-income countries,1500,Married or in-union women,1982,15-19,36.22,9289,Estimate
Low-income countries,1500,Married or in-union women,1982,20-24,73.03,15773,Estimate
Low-income countries,1500,Married or in-union women,1982,25-29,86.44,15428,Estimate
Low-income countries,1500,Married or in-union women,1982,30-34,88.25,13120,Estimate
Low-income countries,1500,Married or in-union women,1982,35-39,87.4,11271,Estimate
Low-income countries,1500,Married or in-union women,1982,40-44,82.33,8985,Estimate
Low-income countries,1500,Married or in-union women,1982,45-49,76.99,7083,Estimate
Low-income countries,1500,Married or in-union women,1982,15-49,71.65,80953,Estimate
Low-income countries,1500,Married or in-union women,1983,15-19,35.95,9521,Estimate
Low-income countries,1500,Married or in-union women,1983,20-24,72.87,16191,Estimate
Low-income countries,1500,Married or in-union women,1983,25-29,86.27,15975,Estimate
Low-income countries,1500,Married or in-union women,1983,30-34,88.1,13380,Estimate
Low-income countries,1500,Married or in-union women,1983,35-39,87.32,11534,Estimate
Low-income countries,1500,Married or in-union women,1983,40-44,82.33,9173,Estimate
Low-income countries,1500,Married or in-union women,1983,45-49,77.08,7274,Estimate
Low-income countries,1500,Married or in-union women,1983,15-49,71.47,83052,Estimate
Low-income countries,1500,Married or in-union women,1984,15-19,35.71,9761,Estimate
Low-income countries,1500,Married or in-union women,1984,20-24,72.63,16601,Estimate
Low-income countries,1500,Married or in-union women,1984,25-29,86.1,16486,Estimate
Low-income countries,1500,Married or in-union women,1984,30-34,87.99,13726,Estimate
Low-income countries,1500,Married or in-union women,1984,35-39,87.22,11772,Estimate
Low-income countries,1500,Married or in-union women,1984,40-44,82.33,9378,Estimate
Low-income countries,1500,Married or in-union women,1984,45-49,77.17,7465,Estimate
Low-income countries,1500,Married or in-union women,1984,15-49,71.29,85191,Estimate
Low-income countries,1500,Married or in-union women,1985,15-19,35.22,9934,Estimate
Low-income countries,1500,Married or in-union women,1985,20-24,72.17,16981,Estimate
Low-income countries,1500,Married or in-union women,1985,25-29,85.88,16963,Estimate
Low-income countries,1500,Married or in-union women,1985,30-34,87.88,14111,Estimate
Low-income countries,1500,Married or in-union women,1985,35-39,87.11,11999,Estimate
Low-income countries,1500,Married or in-union women,1985,40-44,82.36,9597,Estimate
Low-income countries,1500,Married or in-union women,1985,45-49,77.33,7647,Estimate
Low-income countries,1500,Married or in-union women,1985,15-49,71.0,87234,Estimate
Low-income countries,1500,Married or in-union women,1986,15-19,34.75,10096,Estimate
Low-income countries,1500,Married or in-union women,1986,20-24,71.68,17367,Estimate
Low-income countries,1500,Married or in-union women,1986,25-29,85.67,17430,Estimate
Low-income countries,1500,Married or in-union women,1986,30-34,87.81,14547,Estimate
Low-income countries,1500,Married or in-union women,1986,35-39,86.96,12169,Estimate
Low-income countries,1500,Married or in-union women,1986,40-44,82.39,9824,Estimate
Low-income countries,1500,Married or in-union women,1986,45-49,77.47,7816,Estimate
Low-income countries,1500,Married or in-union women,1986,15-49,70.72,89252,Estimate
Low-income countries,1500,Married or in-union women,1987,15-19,34.31,10256,Estimate
Low-income countries,1500,Married or in-union women,1987,20-24,71.15,17795,Estimate
Low-income countries,1500,Married or in-union women,1987,25-29,85.46,17883,Estimate
Low-income countries,1500,Married or in-union women,1987,30-34,87.76,15051,Estimate
Low-income countries,1500,Married or in-union women,1987,35-39,86.8,12306,Estimate
Low-income countries,1500,Married or in-union women,1987,40-44,82.4,10060,Estimate
Low-income countries,1500,Married or in-union women,1987,45-49,77.61,7973,Estimate
Low-income countries,1500,Married or in-union women,1987,15-49,70.44,91328,Estimate
Low-income countries,1500,Married or in-union women,1988,15-19,33.91,10399,Estimate
Low-income countries,1500,Married or in-union women,1988,20-24,70.65,18247,Estimate
Low-income countries,1500,Married or in-union women,1988,25-29,85.25,18336,Estimate
Low-income countries,1500,Married or in-union women,1988,30-34,87.71,15585,Estimate
Low-income countries,1500,Married or in-union women,1988,35-39,86.66,12519,Estimate
Low-income countries,1500,Married or in-union women,1988,40-44,82.4,10275,Estimate
Low-income countries,1500,Married or in-union women,1988,45-49,77.72,8127,Estimate
Low-income countries,1500,Married or in-union women,1988,15-49,70.22,93491,Estimate
Low-income countries,1500,Married or in-union women,1989,15-19,33.51,10512,Estimate
Low-income countries,1500,Married or in-union women,1989,20-24,70.18,18695,Estimate
Low-income countries,1500,Married or in-union women,1989,25-29,85.04,18821,Estimate
Low-income countries,1500,Married or in-union women,1989,30-34,87.65,16104,Estimate
Low-income countries,1500,Married or in-union women,1989,35-39,86.56,12828,Estimate
Low-income countries,1500,Married or in-union women,1989,40-44,82.38,10474,Estimate
Low-income countries,1500,Married or in-union women,1989,45-49,77.83,8299,Estimate
Low-income countries,1500,Married or in-union women,1989,15-49,70.03,95737,Estimate
Low-income countries,1500,Married or in-union women,1990,15-19,33.13,10611,Estimate
Low-income countries,1500,Married or in-union women,1990,20-24,69.71,19128,Estimate
Low-income countries,1500,Married or in-union women,1990,25-29,84.83,19310,Estimate
Low-income countries,1500,Married or in-union women,1990,30-34,87.57,16585,Estimate
Low-income countries,1500,Married or in-union women,1990,35-39,86.48,13171,Estimate
Low-income countries,1500,Married or in-union women,1990,40-44,82.34,10667,Estimate
Low-income countries,1500,Married or in-union women,1990,45-49,77.93,8485,Estimate
Low-income countries,1500,Married or in-union women,1990,15-49,69.85,97961,Estimate
Low-income countries,1500,Married or in-union women,1991,15-19,32.78,10721,Estimate
Low-income countries,1500,Married or in-union women,1991,20-24,69.31,19594,Estimate
Low-income countries,1500,Married or in-union women,1991,25-29,84.62,19867,Estimate
Low-income countries,1500,Married or in-union women,1991,30-34,87.49,17094,Estimate
Low-income countries,1500,Married or in-union women,1991,35-39,86.44,13585,Estimate
Low-income countries,1500,Married or in-union women,1991,40-44,82.28,10813,Estimate
Low-income countries,1500,Married or in-union women,1991,45-49,78.02,8682,Estimate
Low-income countries,1500,Married or in-union women,1991,15-49,69.71,100360,Estimate
Low-income countries,1500,Married or in-union women,1992,15-19,32.39,10849,Estimate
Low-income countries,1500,Married or in-union women,1992,20-24,68.91,20095,Estimate
Low-income countries,1500,Married or in-union women,1992,25-29,84.39,20541,Estimate
Low-income countries,1500,Married or in-union women,1992,30-34,87.41,17649,Estimate
Low-income countries,1500,Married or in-union women,1992,35-39,86.45,14129,Estimate
Low-income countries,1500,Married or in-union women,1992,40-44,82.19,10970,Estimate
Low-income countries,1500,Married or in-union women,1992,45-49,78.12,8922,Estimate
Low-income countries,1500,Married or in-union women,1992,15-49,69.56,103159,Estimate
Low-income countries,1500,Married or in-union women,1993,15-19,31.95,10990,Estimate
Low-income countries,1500,Married or in-union women,1993,20-24,68.55,20537,Estimate
Low-income countries,1500,Married or in-union women,1993,25-29,84.16,21193,Estimate
Low-income countries,1500,Married or in-union women,1993,30-34,87.32,18188,Estimate
Low-income countries,1500,Married or in-union women,1993,35-39,86.47,14720,Estimate
Low-income countries,1500,Married or in-union women,1993,40-44,82.14,11227,Estimate
Low-income countries,1500,Married or in-union women,1993,45-49,78.2,9169,Estimate
Low-income countries,1500,Married or in-union women,1993,15-49,69.39,106028,Estimate
Low-income countries,1500,Married or in-union women,1994,15-19,31.54,11159,Estimate
Low-income countries,1500,Married or in-union women,1994,20-24,68.28,20977,Estimate
Low-income countries,1500,Married or in-union women,1994,25-29,83.95,21859,Estimate
Low-income countries,1500,Married or in-union women,1994,30-34,87.29,18757,Estimate
Low-income countries,1500,Married or in-union women,1994,35-39,86.51,15282,Estimate
Low-income countries,1500,Married or in-union women,1994,40-44,82.19,11560,Estimate
Low-income countries,1500,Married or in-union women,1994,45-49,78.31,9391,Estimate
Low-income countries,1500,Married or in-union women,1994,15-49,69.26,108988,Estimate
Low-income countries,1500,Married or in-union women,1995,15-19,31.08,11321,Estimate
Low-income countries,1500,Married or in-union women,1995,20-24,68.04,21405,Estimate
Low-income countries,1500,Married or in-union women,1995,25-29,83.73,22531,Estimate
Low-income countries,1500,Married or in-union women,1995,30-34,87.26,19346,Estimate
Low-income countries,1500,Married or in-union women,1995,35-39,86.53,15815,Estimate
Low-income countries,1500,Married or in-union women,1995,40-44,82.27,11937,Estimate
Low-income countries,1500,Married or in-union women,1995,45-49,78.39,9611,Estimate
Low-income countries,1500,Married or in-union women,1995,15-49,69.11,111969,Estimate
Low-income countries,1500,Married or in-union women,1996,15-19,30.46,11431,Estimate
Low-income countries,1500,Married or in-union women,1996,20-24,67.75,21721,Estimate
Low-income countries,1500,Married or in-union women,1996,25-29,83.49,23068,Estimate
Low-income countries,1500,Married or in-union women,1996,30-34,87.16,19887,Estimate
Low-income countries,1500,Married or in-union women,1996,35-39,86.46,16305,Estimate
Low-income countries,1500,Married or in-union women,1996,40-44,82.3,12358,Estimate
Low-income countries,1500,Married or in-union women,1996,45-49,78.37,9777,Estimate
Low-income countries,1500,Married or in-union women,1996,15-49,68.84,114550,Estimate
Low-income countries,1500,Married or in-union women,1997,15-19,29.79,11518,Estimate
Low-income countries,1500,Married or in-union women,1997,20-24,67.46,22008,Estimate
Low-income countries,1500,Married or in-union women,1997,25-29,83.24,23522,Estimate
Low-income countries,1500,Married or in-union women,1997,30-34,87.07,20438,Estimate
Low-income countries,1500,Married or in-union women,1997,35-39,86.38,16746,Estimate
Low-income countries,1500,Married or in-union women,1997,40-44,82.36,12836,Estimate
Low-income countries,1500,Married or in-union women,1997,45-49,78.31,9905,Estimate
Low-income countries,1500,Married or in-union women,1997,15-49,68.55,116977,Estimate
Low-income countries,1500,Married or in-union women,1998,15-19,29.14,11609,Estimate
Low-income countries,1500,Married or in-union women,1998,20-24,67.16,22403,Estimate
Low-income countries,1500,Married or in-union women,1998,25-29,83.01,23994,Estimate
Low-income countries,1500,Married or in-union women,1998,30-34,86.99,21048,Estimate
Low-income countries,1500,Married or in-union women,1998,35-39,86.32,17208,Estimate
Low-income countries,1500,Married or in-union women,1998,40-44,82.46,13359,Estimate
Low-income countries,1500,Married or in-union women,1998,45-49,78.28,10112,Estimate
Low-income countries,1500,Married or in-union women,1998,15-49,68.28,119735,Estimate
Low-income countries,1500,Married or in-union women,1999,15-19,28.53,11712,Estimate
Low-income countries,1500,Married or in-union women,1999,20-24,66.81,22924,Estimate
Low-income countries,1500,Married or in-union women,1999,25-29,82.8,24474,Estimate
Low-income countries,1500,Married or in-union women,1999,30-34,86.9,21682,Estimate
Low-income countries,1500,Married or in-union women,1999,35-39,86.27,17715,Estimate
Low-income countries,1500,Married or in-union women,1999,40-44,82.53,13865,Estimate
Low-income countries,1500,Married or in-union women,1999,45-49,78.32,10405,Estimate
Low-income countries,1500,Married or in-union women,1999,15-49,68.02,122780,Estimate
Low-income countries,1500,Married or in-union women,2000,15-19,27.92,11797,Estimate
Low-income countries,1500,Married or in-union women,2000,20-24,66.42,23442,Estimate
Low-income countries,1500,Married or in-union women,2000,25-29,82.58,24892,Estimate
Low-income countries,1500,Married or in-union women,2000,30-34,86.81,22275,Estimate
Low-income countries,1500,Married or in-union women,2000,35-39,86.23,18207,Estimate
Low-income countries,1500,Married or in-union women,2000,40-44,82.57,14320,Estimate
Low-income countries,1500,Married or in-union women,2000,45-49,78.38,10725,Estimate
Low-income countries,1500,Married or in-union women,2000,15-49,67.74,125662,Estimate
Low-income countries,1500,Married or in-union women,2001,15-19,27.32,11896,Estimate
Low-income countries,1500,Married or in-union women,2001,20-24,65.98,23975,Estimate
Low-income countries,1500,Married or in-union women,2001,25-29,82.38,25315,Estimate
Low-income countries,1500,Married or in-union women,2001,30-34,86.72,22857,Estimate
Low-income countries,1500,Married or in-union women,2001,35-39,86.23,18733,Estimate
Low-income countries,1500,Married or in-union women,2001,40-44,82.64,14780,Estimate
Low-income countries,1500,Married or in-union women,2001,45-49,78.51,11109,Estimate
Low-income countries,1500,Married or in-union women,2001,15-49,67.46,128667,Estimate
Low-income countries,1500,Married or in-union women,2002,15-19,26.75,12045,Estimate
Low-income countries,1500,Married or in-union women,2002,20-24,65.54,24585,Estimate
Low-income countries,1500,Married or in-union women,2002,25-29,82.26,25835,Estimate
Low-income countries,1500,Married or in-union women,2002,30-34,86.65,23464,Estimate
Low-income countries,1500,Married or in-union women,2002,35-39,86.24,19347,Estimate
Low-income countries,1500,Married or in-union women,2002,40-44,82.69,15255,Estimate
Low-income countries,1500,Married or in-union women,2002,45-49,78.7,11592,Estimate
Low-income countries,1500,Married or in-union women,2002,15-49,67.19,132125,Estimate
Low-income countries,1500,Married or in-union women,2003,15-19,26.17,12204,Estimate
Low-income countries,1500,Married or in-union women,2003,20-24,65.1,25218,Estimate
Low-income countries,1500,Married or in-union women,2003,25-29,82.14,26455,Estimate
Low-income countries,1500,Married or in-union women,2003,30-34,86.57,24038,Estimate
Low-income countries,1500,Married or in-union women,2003,35-39,86.25,19979,Estimate
Low-income countries,1500,Married or in-union women,2003,40-44,82.75,15722,Estimate
Low-income countries,1500,Married or in-union women,2003,45-49,78.9,12104,Estimate
Low-income countries,1500,Married or in-union women,2003,15-49,66.91,135722,Estimate
Low-income countries,1500,Married or in-union women,2004,15-19,25.63,12361,Estimate
Low-income countries,1500,Married or in-union women,2004,20-24,64.71,25861,Estimate
Low-income countries,1500,Married or in-union women,2004,25-29,82.01,27175,Estimate
Low-income countries,1500,Married or in-union women,2004,30-34,86.47,24551,Estimate
Low-income countries,1500,Married or in-union women,2004,35-39,86.23,20587,Estimate
Low-income countries,1500,Married or in-union women,2004,40-44,82.84,16202,Estimate
Low-income countries,1500,Married or in-union women,2004,45-49,79.06,12576,Estimate
Low-income countries,1500,Married or in-union women,2004,15-49,66.64,139315,Estimate
Low-income countries,1500,Married or in-union women,2005,15-19,25.1,12507,Estimate
Low-income countries,1500,Married or in-union women,2005,20-24,64.31,26531,Estimate
Low-income countries,1500,Married or in-union women,2005,25-29,81.86,27986,Estimate
Low-income countries,1500,Married or in-union women,2005,30-34,86.36,25068,Estimate
Low-income countries,1500,Married or in-union women,2005,35-39,86.19,21214,Estimate
Low-income countries,1500,Married or in-union women,2005,40-44,82.94,16711,Estimate
Low-income countries,1500,Married or in-union women,2005,45-49,79.21,13034,Estimate
Low-income countries,1500,Married or in-union women,2005,15-49,66.37,143054,Estimate
Low-income countries,1500,Married or in-union women,2006,15-19,24.8,12766,Estimate
Low-income countries,1500,Married or in-union women,2006,20-24,64.06,27358,Estimate
Low-income countries,1500,Married or in-union women,2006,25-29,81.75,28926,Estimate
Low-income countries,1500,Married or in-union women,2006,30-34,86.27,25651,Estimate
Low-income countries,1500,Married or in-union women,2006,35-39,86.18,21881,Estimate
Low-income countries,1500,Married or in-union women,2006,40-44,83.08,17281,Estimate
Low-income countries,1500,Married or in-union women,2006,45-49,79.38,13513,Estimate
Low-income countries,1500,Married or in-union women,2006,15-49,66.23,147378,Estimate
Low-income countries,1500,Married or in-union women,2007,15-19,24.5,13019,Estimate
Low-income countries,1500,Married or in-union women,2007,20-24,63.8,28246,Estimate
Low-income countries,1500,Married or in-union women,2007,25-29,81.6,29921,Estimate
Low-income countries,1500,Married or in-union women,2007,30-34,86.16,26268,Estimate
Low-income countries,1500,Married or in-union women,2007,35-39,86.17,22536,Estimate
Low-income countries,1500,Married or in-union women,2007,40-44,83.23,17910,Estimate
Low-income countries,1500,Married or in-union women,2007,45-49,79.54,13980,Estimate
Low-income countries,1500,Married or in-union women,2007,15-49,66.09,151883,Estimate
Low-income countries,1500,Married or in-union women,2008,15-19,24.21,13271,Estimate
Low-income countries,1500,Married or in-union women,2008,20-24,63.46,29079,Estimate
Low-income countries,1500,Married or in-union women,2008,25-29,81.43,30851,Estimate
Low-income countries,1500,Married or in-union women,2008,30-34,86.0,26912,Estimate
Low-income countries,1500,Married or in-union women,2008,35-39,86.1,23117,Estimate
Low-income countries,1500,Married or in-union women,2008,40-44,83.34,18541,Estimate
Low-income countries,1500,Married or in-union women,2008,45-49,79.66,14435,Estimate
Low-income countries,1500,Married or in-union women,2008,15-49,65.9,156208,Estimate
Low-income countries,1500,Married or in-union women,2009,15-19,23.88,13505,Estimate
Low-income countries,1500,Married or in-union women,2009,20-24,63.16,29904,Estimate
Low-income countries,1500,Married or in-union women,2009,25-29,81.3,31777,Estimate
Low-income countries,1500,Married or in-union women,2009,30-34,85.87,27678,Estimate
Low-income countries,1500,Married or in-union women,2009,35-39,86.03,23659,Estimate
Low-income countries,1500,Married or in-union women,2009,40-44,83.43,19176,Estimate
Low-income countries,1500,Married or in-union women,2009,45-49,79.77,14919,Estimate
Low-income countries,1500,Married or in-union women,2009,15-49,65.72,160621,Estimate
Low-income countries,1500,Married or in-union women,2010,15-19,23.55,13741,Estimate
Low-income countries,1500,Married or in-union women,2010,20-24,62.86,30731,Estimate
Low-income countries,1500,Married or in-union women,2010,25-29,81.16,32740,Estimate
Low-income countries,1500,Married or in-union women,2010,30-34,85.73,28536,Estimate
Low-income countries,1500,Married or in-union women,2010,35-39,85.95,24199,Estimate
Low-income countries,1500,Married or in-union women,2010,40-44,83.5,19827,Estimate
Low-income countries,1500,Married or in-union women,2010,45-49,79.89,15429,Estimate
Low-income countries,1500,Married or in-union women,2010,15-49,65.54,165206,Estimate
Low-income countries,1500,Married or in-union women,2011,15-19,23.28,14016,Estimate
Low-income countries,1500,Married or in-union women,2011,20-24,62.56,31529,Estimate
Low-income countries,1500,Married or in-union women,2011,25-29,81.0,33728,Estimate
Low-income countries,1500,Married or in-union women,2011,30-34,85.6,29442,Estimate
Low-income countries,1500,Married or in-union women,2011,35-39,85.86,24740,Estimate
Low-income countries,1500,Married or in-union women,2011,40-44,83.53,20467,Estimate
Low-income countries,1500,Married or in-union women,2011,45-49,79.99,15965,Estimate
Low-income countries,1500,Married or in-union women,2011,15-49,65.36,169891,Estimate
Low-income countries,1500,Married or in-union women,2012,15-19,23.07,14291,Estimate
Low-income countries,1500,Married or in-union women,2012,20-24,62.27,32299,Estimate
Low-income countries,1500,Married or in-union women,2012,25-29,80.82,34707,Estimate
Low-income countries,1500,Married or in-union women,2012,30-34,85.48,30325,Estimate
Low-income countries,1500,Married or in-union women,2012,35-39,85.76,25263,Estimate
Low-income countries,1500,Married or in-union women,2012,40-44,83.54,21060,Estimate
Low-income countries,1500,Married or in-union women,2012,45-49,80.08,16537,Estimate
Low-income countries,1500,Married or in-union women,2012,15-49,65.22,174485,Estimate
Low-income countries,1500,Married or in-union women,2013,15-19,22.86,14523,Estimate
Low-income countries,1500,Married or in-union women,2013,20-24,62.04,33032,Estimate
Low-income countries,1500,Married or in-union women,2013,25-29,80.7,35625,Estimate
Low-income countries,1500,Married or in-union women,2013,30-34,85.39,31120,Estimate
Low-income countries,1500,Married or in-union women,2013,35-39,85.67,25794,Estimate
Low-income countries,1500,Married or in-union women,2013,40-44,83.52,21560,Estimate
Low-income countries,1500,Married or in-union women,2013,45-49,80.12,17086,Estimate
Low-income countries,1500,Married or in-union women,2013,15-49,65.09,178742,Estimate
Low-income countries,1500,Married or in-union women,2014,15-19,22.64,14748,Estimate
Low-income countries,1500,Married or in-union women,2014,20-24,61.78,33746,Estimate
Low-income countries,1500,Married or in-union women,2014,25-29,80.57,36516,Estimate
Low-income countries,1500,Married or in-union women,2014,30-34,85.3,31882,Estimate
Low-income countries,1500,Married or in-union women,2014,35-39,85.59,26426,Estimate
Low-income countries,1500,Married or in-union women,2014,40-44,83.49,22002,Estimate
Low-income countries,1500,Married or in-union women,2014,45-49,80.14,17624,Estimate
Low-income countries,1500,Married or in-union women,2014,15-49,64.95,182947,Estimate
Low-income countries,1500,Married or in-union women,2015,15-19,22.41,14987,Estimate
Low-income countries,1500,Married or in-union women,2015,20-24,61.43,34514,Estimate
Low-income countries,1500,Married or in-union women,2015,25-29,80.39,37439,Estimate
Low-income countries,1500,Married or in-union women,2015,30-34,85.18,32701,Estimate
Low-income countries,1500,Married or in-union women,2015,35-39,85.51,27162,Estimate
Low-income countries,1500,Married or in-union women,2015,40-44,83.45,22450,Estimate
Low-income countries,1500,Married or in-union women,2015,45-49,80.15,18182,Estimate
Low-income countries,1500,Married or in-union women,2015,15-49,64.77,187438,Estimate
Low-income countries,1500,Married or in-union women,2016,15-19,22.17,15237,Estimate
Low-income countries,1500,Married or in-union women,2016,20-24,61.01,35393,Estimate
Low-income countries,1500,Married or in-union women,2016,25-29,80.16,38469,Estimate
Low-income countries,1500,Married or in-union women,2016,30-34,85.03,33660,Estimate
Low-income countries,1500,Married or in-union women,2016,35-39,85.42,28015,Estimate
Low-income countries,1500,Married or in-union women,2016,40-44,83.39,22941,Estimate
Low-income countries,1500,Married or in-union women,2016,45-49,80.14,18755,Estimate
Low-income countries,1500,Married or in-union women,2016,15-49,64.58,192473,Estimate
Low-income countries,1500,Married or in-union women,2017,15-19,21.9,15491,Estimate
Low-income countries,1500,Married or in-union women,2017,20-24,60.55,36286,Estimate
Low-income countries,1500,Married or in-union women,2017,25-29,79.89,39607,Estimate
Low-income countries,1500,Married or in-union women,2017,30-34,84.86,34749,Estimate
Low-income countries,1500,Married or in-union women,2017,35-39,85.33,28942,Estimate
Low-income countries,1500,Married or in-union women,2017,40-44,83.31,23473,Estimate
Low-income countries,1500,Married or in-union women,2017,45-49,80.1,19320,Estimate
Low-income countries,1500,Married or in-union women,2017,15-49,64.37,197870,Estimate
Low-income countries,1500,Married or in-union women,2018,15-19,21.63,15763,Estimate
Low-income countries,1500,Married or in-union women,2018,20-24,60.11,37197,Estimate
Low-income countries,1500,Married or in-union women,2018,25-29,79.63,40891,Estimate
Low-income countries,1500,Married or in-union women,2018,30-34,84.69,35961,Estimate
Low-income countries,1500,Married or in-union women,2018,35-39,85.24,29912,Estimate
Low-income countries,1500,Married or in-union women,2018,40-44,83.23,24108,Estimate
Low-income countries,1500,Married or in-union women,2018,45-49,80.06,19855,Estimate
Low-income countries,1500,Married or in-union women,2018,15-49,64.17,203689,Estimate
Low-income countries,1500,Married or in-union women,2019,15-19,21.38,16040,Estimate
Low-income countries,1500,Married or in-union women,2019,20-24,59.68,38164,Estimate
Low-income countries,1500,Married or in-union women,2019,25-29,79.35,42273,Estimate
Low-income countries,1500,Married or in-union women,2019,30-34,84.51,37248,Estimate
Low-income countries,1500,Married or in-union women,2019,35-39,85.14,30921,Estimate
Low-income countries,1500,Married or in-union women,2019,40-44,83.16,24889,Estimate
Low-income countries,1500,Married or in-union women,2019,45-49,79.99,20364,Estimate
Low-income countries,1500,Married or in-union women,2019,15-49,63.99,209901,Estimate
