country,year,indicator,category,sex,unit,value,source
Sweden,2019,share_of_previous_marital_status,Single never married,all,%,78.7,OECD
Sweden,2019,share_of_previous_marital_status,Divorced,all,%,20.3,OECD
Sweden,2019,share_of_previous_marital_status,Widowed,all,%,1.0,OECD
Switzerland,2019,share_of_previous_marital_status,Single never married,all,%,80.9,OECD
Switzerland,2019,share_of_previous_marital_status,Divorced,all,%,18.7,OECD
Switzerland,2019,share_of_previous_marital_status,Widowed,all,%,0.9,OECD
Bulgaria,2019,share_of_previous_marital_status,Single never married,all,%,87.0,OECD
Bulgaria,2019,share_of_previous_marital_status,Divorced,all,%,12.2,OECD
Bulgaria,2019,share_of_previous_marital_status,Widowed,all,%,0.8,OECD
Croatia,2019,share_of_previous_marital_status,Single never married,all,%,87.6,OECD
Croatia,2019,share_of_previous_marital_status,Divorced,all,%,11.4,OECD
Croatia,2019,share_of_previous_marital_status,Widowed,all,%,1.0,OECD
Romania,2019,share_of_previous_marital_status,Single never married,all,%,83.3,OECD
Romania,2019,share_of_previous_marital_status,Divorced,all,%,15.3,OECD
Romania,2019,share_of_previous_marital_status,Widowed,all,%,1.4,OECD
