indicatorname,year,country,code,time,variant,sex,age,estimate_method,estimatemethod,value
Currently married (Percent),2024,Tonga,TON,1982,Median,Female,15-49,2,Interpolation,52.12
Currently married (Percent),2024,Tonga,TON,1983,Median,Female,15-49,2,Interpolation,51.71
Currently married (Percent),2024,Tonga,TON,1984,Median,Female,15-49,2,Interpolation,51.23
Currently married (Percent),2024,Tonga,TON,1985,Median,Female,15-49,2,Interpolation,50.74
Currently married (Percent),2024,Tonga,TON,1986,Median,Female,15-49,2,Interpolation,50.32
Currently married (Percent),2024,Tonga,TON,1987,Median,Female,15-49,2,Interpolation,50.27
Currently married (Percent),2024,Tonga,TON,1988,Median,Female,15-49,2,Interpolation,50.56
Currently married (Percent),2024,Tonga,TON,1989,Median,Female,15-49,2,Interpolation,50.91
Currently married (Percent),2024,Tonga,TON,1990,Median,Female,15-49,2,Interpolation,51.28
Currently married (Percent),2024,Tonga,TON,1991,Median,Female,15-49,2,Interpolation,51.61
Currently married (Percent),2024,Tonga,TON,1992,Median,Female,15-49,2,Interpolation,51.86
Currently married (Percent),2024,Tonga,TON,1993,Median,Female,15-49,2,Interpolation,52.0
Currently married (Percent),2024,Tonga,TON,1994,Median,Female,15-49,2,Interpolation,51.95
Currently married (Percent),2024,Tonga,TON,1995,Median,Female,15-49,2,Interpolation,51.71
Currently married (Percent),2024,Tonga,TON,1996,Median,Female,15-49,2,Interpolation,51.36
Currently married (Percent),2024,Tonga,TON,1997,Median,Female,15-49,2,Interpolation,51.16
Currently married (Percent),2024,Tonga,TON,1998,Median,Female,15-49,2,Interpolation,51.19
Currently married (Percent),2024,Tonga,TON,1999,Median,Female,15-49,2,Interpolation,51.27
Currently married (Percent),2024,Tonga,TON,2000,Median,Female,15-49,2,Interpolation,51.39
Currently married (Percent),2024,Tonga,TON,2001,Median,Female,15-49,2,Interpolation,51.54
Currently married (Percent),2024,Tonga,TON,2002,Median,Female,15-49,2,Interpolation,51.73
Currently married (Percent),2024,Tonga,TON,2003,Median,Female,15-49,2,Interpolation,51.94
Currently married (Percent),2024,Tonga,TON,2004,Median,Female,15-49,2,Interpolation,52.1
Currently married (Percent),2024,Tonga,TON,2005,Median,Female,15-49,2,Interpolation,52.16
Currently married (Percent),2024,Tonga,TON,2006,Median,Female,15-49,2,Interpolation,52.12
Currently married (Percent),2024,Tonga,TON,2007,Median,Female,15-49,2,Interpolation,52.14
Currently married (Percent),2024,Tonga,TON,2008,Median,Female,15-49,2,Interpolation,52.19
Currently married (Percent),2024,Tonga,TON,2009,Median,Female,15-49,2,Interpolation,52.17
Currently married (Percent),2024,Tonga,TON,2010,Median,Female,15-49,2,Interpolation,52.09
Currently married (Percent),2024,Tonga,TON,2011,Median,Female,15-49,2,Interpolation,51.97
Currently married (Percent),2024,Tonga,TON,2012,Median,Female,15-49,2,Interpolation,52.0
Currently married (Percent),2024,Tonga,TON,2013,Median,Female,15-49,2,Interpolation,52.14
Currently married (Percent),2024,Tonga,TON,2014,Median,Female,15-49,2,Interpolation,52.26
Currently married (Percent),2024,Tonga,TON,2015,Median,Female,15-49,2,Interpolation,52.23
Currently married (Percent),2024,Tonga,TON,2016,Median,Female,15-49,2,Interpolation,52.06
Currently married (Percent),2024,Tonga,TON,2017,Median,Female,15-49,2,Interpolation,51.86
Currently married (Percent),2024,Tonga,TON,2018,Median,Female,15-49,2,Interpolation,51.6
Currently married (Percent),2024,Tonga,TON,2019,Median,Female,15-49,2,Interpolation,51.26
Currently married (Percent),2024,Tonga,TON,2020,Median,Female,15-49,2,Interpolation,50.98
Currently married (Percent),2024,Tonga,TON,2021,Median,Female,15-49,2,Interpolation,50.69
Currently married (Percent),2024,Tonga,TON,2022,Median,Female,15-49,3,Projection,50.32
Currently married (Percent),2024,Tonga,TON,2023,Median,Female,15-49,3,Projection,49.98
Currently married (Percent),2024,Tonga,TON,2024,Median,Female,15-49,3,Projection,49.67
Currently married (Percent),2024,Tonga,TON,2025,Median,Female,15-49,3,Projection,49.37
Currently married (Percent),2024,Trinidad and Tobago,TTO,1970,Median,Female,15-49,2,Interpolation,50.28
Currently married (Percent),2024,Trinidad and Tobago,TTO,1971,Median,Female,15-49,2,Interpolation,50.08
Currently married (Percent),2024,Trinidad and Tobago,TTO,1972,Median,Female,15-49,2,Interpolation,50.01
Currently married (Percent),2024,Trinidad and Tobago,TTO,1973,Median,Female,15-49,2,Interpolation,50.04
Currently married (Percent),2024,Trinidad and Tobago,TTO,1974,Median,Female,15-49,2,Interpolation,50.15
Currently married (Percent),2024,Trinidad and Tobago,TTO,1975,Median,Female,15-49,2,Interpolation,50.27
Currently married (Percent),2024,Trinidad and Tobago,TTO,1976,Median,Female,15-49,2,Interpolation,50.35
Currently married (Percent),2024,Trinidad and Tobago,TTO,1977,Median,Female,15-49,2,Interpolation,50.44
Currently married (Percent),2024,Trinidad and Tobago,TTO,1978,Median,Female,15-49,2,Interpolation,50.62
Currently married (Percent),2024,Trinidad and Tobago,TTO,1979,Median,Female,15-49,2,Interpolation,50.97
Currently married (Percent),2024,Trinidad and Tobago,TTO,1980,Median,Female,15-49,2,Interpolation,51.43
Currently married (Percent),2024,Trinidad and Tobago,TTO,1981,Median,Female,15-49,2,Interpolation,51.96
Currently married (Percent),2024,Trinidad and Tobago,TTO,1982,Median,Female,15-49,2,Interpolation,52.53
Currently married (Percent),2024,Trinidad and Tobago,TTO,1983,Median,Female,15-49,2,Interpolation,53.15
Currently married (Percent),2024,Trinidad and Tobago,TTO,1984,Median,Female,15-49,2,Interpolation,53.8
Currently married (Percent),2024,Trinidad and Tobago,TTO,1985,Median,Female,15-49,2,Interpolation,54.45
Currently married (Percent),2024,Trinidad and Tobago,TTO,1986,Median,Female,15-49,2,Interpolation,55.04
Currently married (Percent),2024,Trinidad and Tobago,TTO,1987,Median,Female,15-49,2,Interpolation,55.53
Currently married (Percent),2024,Trinidad and Tobago,TTO,1988,Median,Female,15-49,2,Interpolation,55.36
Currently married (Percent),2024,Trinidad and Tobago,TTO,1989,Median,Female,15-49,2,Interpolation,55.11
Currently married (Percent),2024,Trinidad and Tobago,TTO,1990,Median,Female,15-49,2,Interpolation,54.84
Currently married (Percent),2024,Trinidad and Tobago,TTO,1991,Median,Female,15-49,2,Interpolation,54.52
Currently married (Percent),2024,Trinidad and Tobago,TTO,1992,Median,Female,15-49,2,Interpolation,54.15
Currently married (Percent),2024,Trinidad and Tobago,TTO,1993,Median,Female,15-49,2,Interpolation,53.69
Currently married (Percent),2024,Trinidad and Tobago,TTO,1994,Median,Female,15-49,2,Interpolation,53.14
Currently married (Percent),2024,Trinidad and Tobago,TTO,1995,Median,Female,15-49,2,Interpolation,52.52
Currently married (Percent),2024,Trinidad and Tobago,TTO,1996,Median,Female,15-49,2,Interpolation,51.86
Currently married (Percent),2024,Trinidad and Tobago,TTO,1997,Median,Female,15-49,2,Interpolation,51.19
Currently married (Percent),2024,Trinidad and Tobago,TTO,1998,Median,Female,15-49,2,Interpolation,50.53
Currently married (Percent),2024,Trinidad and Tobago,TTO,1999,Median,Female,15-49,2,Interpolation,49.88
Currently married (Percent),2024,Trinidad and Tobago,TTO,2000,Median,Female,15-49,2,Interpolation,49.24
Currently married (Percent),2024,Trinidad and Tobago,TTO,2001,Median,Female,15-49,2,Interpolation,48.65
Currently married (Percent),2024,Trinidad and Tobago,TTO,2002,Median,Female,15-49,2,Interpolation,48.12
Currently married (Percent),2024,Trinidad and Tobago,TTO,2003,Median,Female,15-49,2,Interpolation,47.67
Currently married (Percent),2024,Trinidad and Tobago,TTO,2004,Median,Female,15-49,2,Interpolation,47.26
Currently married (Percent),2024,Trinidad and Tobago,TTO,2005,Median,Female,15-49,2,Interpolation,46.92
Currently married (Percent),2024,Trinidad and Tobago,TTO,2006,Median,Female,15-49,2,Interpolation,46.66
Currently married (Percent),2024,Trinidad and Tobago,TTO,2007,Median,Female,15-49,2,Interpolation,46.44
Currently married (Percent),2024,Trinidad and Tobago,TTO,2008,Median,Female,15-49,2,Interpolation,46.23
Currently married (Percent),2024,Trinidad and Tobago,TTO,2009,Median,Female,15-49,2,Interpolation,46.02
Currently married (Percent),2024,Trinidad and Tobago,TTO,2010,Median,Female,15-49,2,Interpolation,45.81
Currently married (Percent),2024,Trinidad and Tobago,TTO,2011,Median,Female,15-49,2,Interpolation,45.61
Currently married (Percent),2024,Trinidad and Tobago,TTO,2012,Median,Female,15-49,2,Interpolation,45.42
Currently married (Percent),2024,Trinidad and Tobago,TTO,2013,Median,Female,15-49,2,Interpolation,45.23
Currently married (Percent),2024,Trinidad and Tobago,TTO,2014,Median,Female,15-49,2,Interpolation,45.03
Currently married (Percent),2024,Trinidad and Tobago,TTO,2015,Median,Female,15-49,2,Interpolation,44.82
Currently married (Percent),2024,Trinidad and Tobago,TTO,2016,Median,Female,15-49,2,Interpolation,44.59
Currently married (Percent),2024,Trinidad and Tobago,TTO,2017,Median,Female,15-49,2,Interpolation,44.34
Currently married (Percent),2024,Trinidad and Tobago,TTO,2018,Median,Female,15-49,2,Interpolation,43.98
Currently married (Percent),2024,Trinidad and Tobago,TTO,2019,Median,Female,15-49,2,Interpolation,43.67
Currently married (Percent),2024,Trinidad and Tobago,TTO,2020,Median,Female,15-49,2,Interpolation,43.45
Currently married (Percent),2024,Trinidad and Tobago,TTO,2021,Median,Female,15-49,2,Interpolation,43.1
Currently married (Percent),2024,Trinidad and Tobago,TTO,2022,Median,Female,15-49,2,Interpolation,42.68
Currently married (Percent),2024,Trinidad and Tobago,TTO,2023,Median,Female,15-49,3,Projection,42.28
Currently married (Percent),2024,Trinidad and Tobago,TTO,2024,Median,Female,15-49,3,Projection,41.91
Currently married (Percent),2024,Trinidad and Tobago,TTO,2025,Median,Female,15-49,3,Projection,41.58
Currently married (Percent),2024,United Arab Emirates,ARE,1970,Median,Female,15-49,2,Interpolation,82.14
Currently married (Percent),2024,United Arab Emirates,ARE,1971,Median,Female,15-49,2,Interpolation,82.1
Currently married (Percent),2024,United Arab Emirates,ARE,1972,Median,Female,15-49,2,Interpolation,82.12
Currently married (Percent),2024,United Arab Emirates,ARE,1973,Median,Female,15-49,2,Interpolation,82.17
Currently married (Percent),2024,United Arab Emirates,ARE,1974,Median,Female,15-49,2,Interpolation,82.27
Currently married (Percent),2024,United Arab Emirates,ARE,1975,Median,Female,15-49,2,Interpolation,82.44
Currently married (Percent),2024,United Arab Emirates,ARE,1976,Median,Female,15-49,2,Interpolation,81.15
Currently married (Percent),2024,United Arab Emirates,ARE,1977,Median,Female,15-49,2,Interpolation,79.76
Currently married (Percent),2024,United Arab Emirates,ARE,1978,Median,Female,15-49,2,Interpolation,78.69
Currently married (Percent),2024,United Arab Emirates,ARE,1979,Median,Female,15-49,2,Interpolation,77.85
Currently married (Percent),2024,United Arab Emirates,ARE,1980,Median,Female,15-49,2,Interpolation,77.17
Currently married (Percent),2024,United Arab Emirates,ARE,1981,Median,Female,15-49,2,Interpolation,76.19
Currently married (Percent),2024,United Arab Emirates,ARE,1982,Median,Female,15-49,2,Interpolation,75.0
Currently married (Percent),2024,United Arab Emirates,ARE,1983,Median,Female,15-49,2,Interpolation,74.02
Currently married (Percent),2024,United Arab Emirates,ARE,1984,Median,Female,15-49,2,Interpolation,73.25
Currently married (Percent),2024,United Arab Emirates,ARE,1985,Median,Female,15-49,2,Interpolation,72.64
Currently married (Percent),2024,United Arab Emirates,ARE,1986,Median,Female,15-49,2,Interpolation,71.56
Currently married (Percent),2024,United Arab Emirates,ARE,1987,Median,Female,15-49,2,Interpolation,69.94
Currently married (Percent),2024,United Arab Emirates,ARE,1988,Median,Female,15-49,2,Interpolation,68.32
Currently married (Percent),2024,United Arab Emirates,ARE,1989,Median,Female,15-49,2,Interpolation,66.79
Currently married (Percent),2024,United Arab Emirates,ARE,1990,Median,Female,15-49,2,Interpolation,65.4
Currently married (Percent),2024,United Arab Emirates,ARE,1991,Median,Female,15-49,2,Interpolation,64.18
Currently married (Percent),2024,United Arab Emirates,ARE,1992,Median,Female,15-49,2,Interpolation,63.16
Currently married (Percent),2024,United Arab Emirates,ARE,1993,Median,Female,15-49,2,Interpolation,62.33
Currently married (Percent),2024,United Arab Emirates,ARE,1994,Median,Female,15-49,2,Interpolation,61.67
Currently married (Percent),2024,United Arab Emirates,ARE,1995,Median,Female,15-49,2,Interpolation,61.1
Currently married (Percent),2024,United Arab Emirates,ARE,1996,Median,Female,15-49,2,Interpolation,61.06
Currently married (Percent),2024,United Arab Emirates,ARE,1997,Median,Female,15-49,2,Interpolation,60.57
Currently married (Percent),2024,United Arab Emirates,ARE,1998,Median,Female,15-49,2,Interpolation,60.29
Currently married (Percent),2024,United Arab Emirates,ARE,1999,Median,Female,15-49,2,Interpolation,60.27
Currently married (Percent),2024,United Arab Emirates,ARE,2000,Median,Female,15-49,2,Interpolation,60.56
Currently married (Percent),2024,United Arab Emirates,ARE,2001,Median,Female,15-49,2,Interpolation,61.22
Currently married (Percent),2024,United Arab Emirates,ARE,2002,Median,Female,15-49,2,Interpolation,62.24
Currently married (Percent),2024,United Arab Emirates,ARE,2003,Median,Female,15-49,2,Interpolation,63.52
Currently married (Percent),2024,United Arab Emirates,ARE,2004,Median,Female,15-49,2,Interpolation,65.0
Currently married (Percent),2024,United Arab Emirates,ARE,2005,Median,Female,15-49,2,Interpolation,66.59
Currently married (Percent),2024,United Arab Emirates,ARE,2006,Median,Female,15-49,2,Interpolation,67.71
Currently married (Percent),2024,United Arab Emirates,ARE,2007,Median,Female,15-49,2,Interpolation,67.95
Currently married (Percent),2024,United Arab Emirates,ARE,2008,Median,Female,15-49,2,Interpolation,67.86
Currently married (Percent),2024,United Arab Emirates,ARE,2009,Median,Female,15-49,2,Interpolation,67.75
Currently married (Percent),2024,United Arab Emirates,ARE,2010,Median,Female,15-49,2,Interpolation,67.62
Currently married (Percent),2024,United Arab Emirates,ARE,2011,Median,Female,15-49,2,Interpolation,67.5
Currently married (Percent),2024,United Arab Emirates,ARE,2012,Median,Female,15-49,2,Interpolation,67.43
Currently married (Percent),2024,United Arab Emirates,ARE,2013,Median,Female,15-49,2,Interpolation,67.44
Currently married (Percent),2024,United Arab Emirates,ARE,2014,Median,Female,15-49,2,Interpolation,67.46
Currently married (Percent),2024,United Arab Emirates,ARE,2015,Median,Female,15-49,2,Interpolation,67.45
Currently married (Percent),2024,United Arab Emirates,ARE,2016,Median,Female,15-49,2,Interpolation,67.41
Currently married (Percent),2024,United Arab Emirates,ARE,2017,Median,Female,15-49,2,Interpolation,67.38
Currently married (Percent),2024,United Arab Emirates,ARE,2018,Median,Female,15-49,2,Interpolation,67.37
Currently married (Percent),2024,United Arab Emirates,ARE,2019,Median,Female,15-49,3,Projection,67.39
Currently married (Percent),2024,United Arab Emirates,ARE,2020,Median,Female,15-49,3,Projection,67.39
Currently married (Percent),2024,United Arab Emirates,ARE,2021,Median,Female,15-49,3,Projection,67.36
Currently married (Percent),2024,United Arab Emirates,ARE,2022,Median,Female,15-49,3,Projection,67.34
Currently married (Percent),2024,United Arab Emirates,ARE,2023,Median,Female,15-49,3,Projection,67.71
Currently married (Percent),2024,United Arab Emirates,ARE,2024,Median,Female,15-49,3,Projection,68.3
Currently married (Percent),2024,United Arab Emirates,ARE,2025,Median,Female,15-49,3,Projection,68.66
Currently married (Percent),2024,Tunisia,TUN,1970,Median,Female,15-49,2,Interpolation,63.69
Currently married (Percent),2024,Tunisia,TUN,1971,Median,Female,15-49,2,Interpolation,63.57
Currently married (Percent),2024,Tunisia,TUN,1972,Median,Female,15-49,2,Interpolation,63.43
Currently married (Percent),2024,Tunisia,TUN,1973,Median,Female,15-49,2,Interpolation,63.27
Currently married (Percent),2024,Tunisia,TUN,1974,Median,Female,15-49,2,Interpolation,63.1
Currently married (Percent),2024,Tunisia,TUN,1975,Median,Female,15-49,2,Interpolation,62.98
Currently married (Percent),2024,Tunisia,TUN,1976,Median,Female,15-49,2,Interpolation,62.24
Currently married (Percent),2024,Tunisia,TUN,1977,Median,Female,15-49,2,Interpolation,61.5
Currently married (Percent),2024,Tunisia,TUN,1978,Median,Female,15-49,2,Interpolation,60.75
Currently married (Percent),2024,Tunisia,TUN,1979,Median,Female,15-49,2,Interpolation,59.98
Currently married (Percent),2024,Tunisia,TUN,1980,Median,Female,15-49,2,Interpolation,59.18
Currently married (Percent),2024,Tunisia,TUN,1981,Median,Female,15-49,2,Interpolation,58.38
Currently married (Percent),2024,Tunisia,TUN,1982,Median,Female,15-49,2,Interpolation,57.63
Currently married (Percent),2024,Tunisia,TUN,1983,Median,Female,15-49,2,Interpolation,56.97
Currently married (Percent),2024,Tunisia,TUN,1984,Median,Female,15-49,2,Interpolation,56.47
Currently married (Percent),2024,Tunisia,TUN,1985,Median,Female,15-49,2,Interpolation,56.12
Currently married (Percent),2024,Tunisia,TUN,1986,Median,Female,15-49,2,Interpolation,55.84
Currently married (Percent),2024,Tunisia,TUN,1987,Median,Female,15-49,2,Interpolation,55.56
Currently married (Percent),2024,Tunisia,TUN,1988,Median,Female,15-49,2,Interpolation,55.25
Currently married (Percent),2024,Tunisia,TUN,1989,Median,Female,15-49,2,Interpolation,54.95
Currently married (Percent),2024,Tunisia,TUN,1990,Median,Female,15-49,2,Interpolation,54.64
Currently married (Percent),2024,Tunisia,TUN,1991,Median,Female,15-49,2,Interpolation,54.27
Currently married (Percent),2024,Tunisia,TUN,1992,Median,Female,15-49,2,Interpolation,53.85
Currently married (Percent),2024,Tunisia,TUN,1993,Median,Female,15-49,2,Interpolation,53.43
Currently married (Percent),2024,Tunisia,TUN,1994,Median,Female,15-49,2,Interpolation,53.06
Currently married (Percent),2024,Tunisia,TUN,1995,Median,Female,15-49,2,Interpolation,52.99
Currently married (Percent),2024,Tunisia,TUN,1996,Median,Female,15-49,2,Interpolation,52.93
Currently married (Percent),2024,Tunisia,TUN,1997,Median,Female,15-49,2,Interpolation,52.86
Currently married (Percent),2024,Tunisia,TUN,1998,Median,Female,15-49,2,Interpolation,52.76
Currently married (Percent),2024,Tunisia,TUN,1999,Median,Female,15-49,2,Interpolation,52.61
Currently married (Percent),2024,Tunisia,TUN,2000,Median,Female,15-49,2,Interpolation,52.44
Currently married (Percent),2024,Tunisia,TUN,2001,Median,Female,15-49,2,Interpolation,52.25
Currently married (Percent),2024,Tunisia,TUN,2002,Median,Female,15-49,2,Interpolation,52.07
Currently married (Percent),2024,Tunisia,TUN,2003,Median,Female,15-49,2,Interpolation,51.91
Currently married (Percent),2024,Tunisia,TUN,2004,Median,Female,15-49,2,Interpolation,51.8
Currently married (Percent),2024,Tunisia,TUN,2005,Median,Female,15-49,2,Interpolation,51.77
Currently married (Percent),2024,Tunisia,TUN,2006,Median,Female,15-49,2,Interpolation,51.79
Currently married (Percent),2024,Tunisia,TUN,2007,Median,Female,15-49,2,Interpolation,51.82
Currently married (Percent),2024,Tunisia,TUN,2008,Median,Female,15-49,2,Interpolation,51.86
Currently married (Percent),2024,Tunisia,TUN,2009,Median,Female,15-49,2,Interpolation,51.9
Currently married (Percent),2024,Tunisia,TUN,2010,Median,Female,15-49,2,Interpolation,51.99
Currently married (Percent),2024,Tunisia,TUN,2011,Median,Female,15-49,2,Interpolation,52.11
Currently married (Percent),2024,Tunisia,TUN,2012,Median,Female,15-49,2,Interpolation,52.22
Currently married (Percent),2024,Tunisia,TUN,2013,Median,Female,15-49,2,Interpolation,52.28
Currently married (Percent),2024,Tunisia,TUN,2014,Median,Female,15-49,2,Interpolation,52.35
Currently married (Percent),2024,Tunisia,TUN,2015,Median,Female,15-49,2,Interpolation,52.49
Currently married (Percent),2024,Tunisia,TUN,2016,Median,Female,15-49,2,Interpolation,52.65
Currently married (Percent),2024,Tunisia,TUN,2017,Median,Female,15-49,2,Interpolation,52.83
Currently married (Percent),2024,Tunisia,TUN,2018,Median,Female,15-49,2,Interpolation,52.94
Currently married (Percent),2024,Tunisia,TUN,2019,Median,Female,15-49,2,Interpolation,52.97
Currently married (Percent),2024,Tunisia,TUN,2020,Median,Female,15-49,2,Interpolation,52.96
Currently married (Percent),2024,Tunisia,TUN,2021,Median,Female,15-49,2,Interpolation,52.91
Currently married (Percent),2024,Tunisia,TUN,2022,Median,Female,15-49,2,Interpolation,52.78
Currently married (Percent),2024,Tunisia,TUN,2023,Median,Female,15-49,2,Interpolation,52.54
Currently married (Percent),2024,Tunisia,TUN,2024,Median,Female,15-49,3,Projection,52.19
Currently married (Percent),2024,Tunisia,TUN,2025,Median,Female,15-49,3,Projection,51.76
Currently married (Percent),2024,Türkiye,TUR,1970,Median,Female,15-49,2,Interpolation,74.32
Currently married (Percent),2024,Türkiye,TUR,1971,Median,Female,15-49,2,Interpolation,73.91
Currently married (Percent),2024,Türkiye,TUR,1972,Median,Female,15-49,2,Interpolation,73.52
Currently married (Percent),2024,Türkiye,TUR,1973,Median,Female,15-49,2,Interpolation,73.16
Currently married (Percent),2024,Türkiye,TUR,1974,Median,Female,15-49,2,Interpolation,72.82
Currently married (Percent),2024,Türkiye,TUR,1975,Median,Female,15-49,2,Interpolation,72.47
Currently married (Percent),2024,Türkiye,TUR,1976,Median,Female,15-49,2,Interpolation,72.07
Currently married (Percent),2024,Türkiye,TUR,1977,Median,Female,15-49,2,Interpolation,71.64
Currently married (Percent),2024,Türkiye,TUR,1978,Median,Female,15-49,2,Interpolation,71.27
Currently married (Percent),2024,Türkiye,TUR,1979,Median,Female,15-49,2,Interpolation,70.96
Currently married (Percent),2024,Türkiye,TUR,1980,Median,Female,15-49,2,Interpolation,70.63
Currently married (Percent),2024,Türkiye,TUR,1981,Median,Female,15-49,2,Interpolation,70.28
Currently married (Percent),2024,Türkiye,TUR,1982,Median,Female,15-49,2,Interpolation,69.96
Currently married (Percent),2024,Türkiye,TUR,1983,Median,Female,15-49,2,Interpolation,69.67
Currently married (Percent),2024,Türkiye,TUR,1984,Median,Female,15-49,2,Interpolation,69.4
Currently married (Percent),2024,Türkiye,TUR,1985,Median,Female,15-49,2,Interpolation,69.14
Currently married (Percent),2024,Türkiye,TUR,1986,Median,Female,15-49,2,Interpolation,68.89
Currently married (Percent),2024,Türkiye,TUR,1987,Median,Female,15-49,2,Interpolation,68.64
Currently married (Percent),2024,Türkiye,TUR,1988,Median,Female,15-49,2,Interpolation,68.41
Currently married (Percent),2024,Türkiye,TUR,1989,Median,Female,15-49,2,Interpolation,68.23
Currently married (Percent),2024,Türkiye,TUR,1990,Median,Female,15-49,2,Interpolation,68.08
Currently married (Percent),2024,Türkiye,TUR,1991,Median,Female,15-49,2,Interpolation,67.96
Currently married (Percent),2024,Türkiye,TUR,1992,Median,Female,15-49,2,Interpolation,67.85
Currently married (Percent),2024,Türkiye,TUR,1993,Median,Female,15-49,2,Interpolation,67.71
Currently married (Percent),2024,Türkiye,TUR,1994,Median,Female,15-49,2,Interpolation,67.56
Currently married (Percent),2024,Türkiye,TUR,1995,Median,Female,15-49,2,Interpolation,67.4
Currently married (Percent),2024,Türkiye,TUR,1996,Median,Female,15-49,2,Interpolation,67.26
Currently married (Percent),2024,Türkiye,TUR,1997,Median,Female,15-49,2,Interpolation,67.15
Currently married (Percent),2024,Türkiye,TUR,1998,Median,Female,15-49,2,Interpolation,67.08
Currently married (Percent),2024,Türkiye,TUR,1999,Median,Female,15-49,2,Interpolation,67.05
Currently married (Percent),2024,Türkiye,TUR,2000,Median,Female,15-49,2,Interpolation,67.06
Currently married (Percent),2024,Türkiye,TUR,2001,Median,Female,15-49,2,Interpolation,67.09
Currently married (Percent),2024,Türkiye,TUR,2002,Median,Female,15-49,2,Interpolation,67.16
Currently married (Percent),2024,Türkiye,TUR,2003,Median,Female,15-49,2,Interpolation,67.24
Currently married (Percent),2024,Türkiye,TUR,2004,Median,Female,15-49,2,Interpolation,67.33
Currently married (Percent),2024,Türkiye,TUR,2005,Median,Female,15-49,2,Interpolation,67.06
Currently married (Percent),2024,Türkiye,TUR,2006,Median,Female,15-49,2,Interpolation,66.77
Currently married (Percent),2024,Türkiye,TUR,2007,Median,Female,15-49,2,Interpolation,66.46
Currently married (Percent),2024,Türkiye,TUR,2008,Median,Female,15-49,2,Interpolation,66.06
Currently married (Percent),2024,Türkiye,TUR,2009,Median,Female,15-49,2,Interpolation,65.6
Currently married (Percent),2024,Türkiye,TUR,2010,Median,Female,15-49,2,Interpolation,65.15
Currently married (Percent),2024,Türkiye,TUR,2011,Median,Female,15-49,2,Interpolation,64.67
Currently married (Percent),2024,Türkiye,TUR,2012,Median,Female,15-49,2,Interpolation,64.13
Currently married (Percent),2024,Türkiye,TUR,2013,Median,Female,15-49,2,Interpolation,63.53
Currently married (Percent),2024,Türkiye,TUR,2014,Median,Female,15-49,2,Interpolation,62.88
Currently married (Percent),2024,Türkiye,TUR,2015,Median,Female,15-49,2,Interpolation,62.26
Currently married (Percent),2024,Türkiye,TUR,2016,Median,Female,15-49,2,Interpolation,61.74
Currently married (Percent),2024,Türkiye,TUR,2017,Median,Female,15-49,2,Interpolation,61.33
Currently married (Percent),2024,Türkiye,TUR,2018,Median,Female,15-49,2,Interpolation,60.99
Currently married (Percent),2024,Türkiye,TUR,2019,Median,Female,15-49,2,Interpolation,60.63
Currently married (Percent),2024,Türkiye,TUR,2020,Median,Female,15-49,2,Interpolation,60.16
Currently married (Percent),2024,Türkiye,TUR,2021,Median,Female,15-49,2,Interpolation,59.62
Currently married (Percent),2024,Türkiye,TUR,2022,Median,Female,15-49,3,Projection,59.15
Currently married (Percent),2024,Türkiye,TUR,2023,Median,Female,15-49,3,Projection,58.78
Currently married (Percent),2024,Türkiye,TUR,2024,Median,Female,15-49,3,Projection,58.42
Currently married (Percent),2024,Türkiye,TUR,2025,Median,Female,15-49,3,Projection,58.07
Currently married (Percent),2024,Turkmenistan,TKM,1970,Median,Female,15-49,2,Interpolation,66.05
Currently married (Percent),2024,Turkmenistan,TKM,1971,Median,Female,15-49,2,Interpolation,65.38
Currently married (Percent),2024,Turkmenistan,TKM,1972,Median,Female,15-49,2,Interpolation,64.64
Currently married (Percent),2024,Turkmenistan,TKM,1973,Median,Female,15-49,2,Interpolation,63.94
Currently married (Percent),2024,Turkmenistan,TKM,1974,Median,Female,15-49,2,Interpolation,63.39
Currently married (Percent),2024,Turkmenistan,TKM,1975,Median,Female,15-49,2,Interpolation,63.01
Currently married (Percent),2024,Turkmenistan,TKM,1976,Median,Female,15-49,2,Interpolation,62.73
Currently married (Percent),2024,Turkmenistan,TKM,1977,Median,Female,15-49,2,Interpolation,62.51
Currently married (Percent),2024,Turkmenistan,TKM,1978,Median,Female,15-49,2,Interpolation,62.42
Currently married (Percent),2024,Turkmenistan,TKM,1979,Median,Female,15-49,2,Interpolation,62.47
Currently married (Percent),2024,Turkmenistan,TKM,1980,Median,Female,15-49,2,Interpolation,62.43
Currently married (Percent),2024,Turkmenistan,TKM,1981,Median,Female,15-49,2,Interpolation,62.52
Currently married (Percent),2024,Turkmenistan,TKM,1982,Median,Female,15-49,2,Interpolation,62.74
Currently married (Percent),2024,Turkmenistan,TKM,1983,Median,Female,15-49,2,Interpolation,63.04
Currently married (Percent),2024,Turkmenistan,TKM,1984,Median,Female,15-49,2,Interpolation,63.36
Currently married (Percent),2024,Turkmenistan,TKM,1985,Median,Female,15-49,2,Interpolation,63.67
Currently married (Percent),2024,Turkmenistan,TKM,1986,Median,Female,15-49,2,Interpolation,63.96
Currently married (Percent),2024,Turkmenistan,TKM,1987,Median,Female,15-49,2,Interpolation,64.17
Currently married (Percent),2024,Turkmenistan,TKM,1988,Median,Female,15-49,2,Interpolation,64.29
Currently married (Percent),2024,Turkmenistan,TKM,1989,Median,Female,15-49,2,Interpolation,64.34
Currently married (Percent),2024,Turkmenistan,TKM,1990,Median,Female,15-49,2,Interpolation,64.35
