country,year,indicator,unit,value,source
United States,1991,total_fertility_rate,%,2.06,OECD
OECD-38,1991,total_fertility_rate,%,1.95,OECD
Brazil,1991,total_fertility_rate,%,2.81,OECD
China,1991,total_fertility_rate,%,1.93,OECD
India,1991,total_fertility_rate,%,3.96,OECD
Indonesia,1991,total_fertility_rate,%,3.06,OECD
Peru,1991,total_fertility_rate,%,3.79,OECD
South Africa,1991,total_fertility_rate,%,3.62,OECD
Thailand,1991,total_fertility_rate,%,2.04,OECD
Argentina,1991,total_fertility_rate,%,3.01,OECD
Saudi Arabia,1991,total_fertility_rate,%,5.64,OECD
Bulgaria,1991,total_fertility_rate,%,1.66,OECD
Croatia,1991,total_fertility_rate,%,1.55,OECD
EU-27 average,1991,total_fertility_rate,%,1.73,OECD
Australia,1992,total_fertility_rate,%,1.89,OECD
Austria,1992,total_fertility_rate,%,1.51,OECD
Belgium,1992,total_fertility_rate,%,1.65,OECD
Canada,1992,total_fertility_rate,%,1.71,OECD
Chile,1992,total_fertility_rate,%,2.53,OECD
Colombia,1992,total_fertility_rate,%,2.98,OECD
Costa Rica,1992,total_fertility_rate,%,3.0,OECD
Czechia,1992,total_fertility_rate,%,1.72,OECD
Denmark,1992,total_fertility_rate,%,1.76,OECD
Estonia,1992,total_fertility_rate,%,1.71,OECD
Finland,1992,total_fertility_rate,%,1.85,OECD
France,1992,total_fertility_rate,%,1.73,OECD
Germany,1992,total_fertility_rate,%,1.29,OECD
Greece,1992,total_fertility_rate,%,1.36,OECD
Hungary,1992,total_fertility_rate,%,1.77,OECD
Iceland,1992,total_fertility_rate,%,2.21,OECD
Ireland,1992,total_fertility_rate,%,1.99,OECD
Italy,1992,total_fertility_rate,%,1.32,OECD
Japan,1992,total_fertility_rate,%,1.5,OECD
Korea,1992,total_fertility_rate,%,1.76,OECD
Latvia,1992,total_fertility_rate,%,1.73,OECD
Lithuania,1992,total_fertility_rate,%,1.97,OECD
Luxembourg,1992,total_fertility_rate,%,1.67,OECD
Mexico,1992,total_fertility_rate,%,3.27,OECD
Netherlands,1992,total_fertility_rate,%,1.59,OECD
New Zealand,1992,total_fertility_rate,%,2.06,OECD
Norway,1992,total_fertility_rate,%,1.89,OECD
Poland,1992,total_fertility_rate,%,1.85,OECD
Portugal,1992,total_fertility_rate,%,1.53,OECD
Slovak Republic,1992,total_fertility_rate,%,1.99,OECD
Slovenia,1992,total_fertility_rate,%,1.34,OECD
Spain,1992,total_fertility_rate,%,1.32,OECD
Sweden,1992,total_fertility_rate,%,2.09,OECD
Switzerland,1992,total_fertility_rate,%,1.58,OECD
Türkiye,1992,total_fertility_rate,%,2.93,OECD
United States,1992,total_fertility_rate,%,2.05,OECD
OECD-38,1992,total_fertility_rate,%,1.92,OECD
Brazil,1992,total_fertility_rate,%,2.71,OECD
China,1992,total_fertility_rate,%,1.78,OECD
India,1992,total_fertility_rate,%,3.88,OECD
Indonesia,1992,total_fertility_rate,%,2.95,OECD
Peru,1992,total_fertility_rate,%,3.67,OECD
South Africa,1992,total_fertility_rate,%,3.48,OECD
Thailand,1992,total_fertility_rate,%,2.01,OECD
Argentina,1992,total_fertility_rate,%,2.99,OECD
Saudi Arabia,1992,total_fertility_rate,%,5.49,OECD
Bulgaria,1992,total_fertility_rate,%,1.55,OECD
Croatia,1992,total_fertility_rate,%,1.39,OECD
EU-27 average,1992,total_fertility_rate,%,1.7,OECD
Australia,1993,total_fertility_rate,%,1.86,OECD
Austria,1993,total_fertility_rate,%,1.5,OECD
Belgium,1993,total_fertility_rate,%,1.61,OECD
Canada,1993,total_fertility_rate,%,1.69,OECD
Chile,1993,total_fertility_rate,%,2.48,OECD
Colombia,1993,total_fertility_rate,%,2.98,OECD
Costa Rica,1993,total_fertility_rate,%,2.93,OECD
Czechia,1993,total_fertility_rate,%,1.67,OECD
Denmark,1993,total_fertility_rate,%,1.75,OECD
Estonia,1993,total_fertility_rate,%,1.49,OECD
Finland,1993,total_fertility_rate,%,1.81,OECD
France,1993,total_fertility_rate,%,1.66,OECD
Germany,1993,total_fertility_rate,%,1.28,OECD
Greece,1993,total_fertility_rate,%,1.32,OECD
Hungary,1993,total_fertility_rate,%,1.69,OECD
Iceland,1993,total_fertility_rate,%,2.22,OECD
Ireland,1993,total_fertility_rate,%,1.91,OECD
Italy,1993,total_fertility_rate,%,1.26,OECD
Japan,1993,total_fertility_rate,%,1.46,OECD
Korea,1993,total_fertility_rate,%,1.65,OECD
Latvia,1993,total_fertility_rate,%,1.51,OECD
Lithuania,1993,total_fertility_rate,%,1.74,OECD
Luxembourg,1993,total_fertility_rate,%,1.69,OECD
Mexico,1993,total_fertility_rate,%,3.18,OECD
Netherlands,1993,total_fertility_rate,%,1.57,OECD
New Zealand,1993,total_fertility_rate,%,2.04,OECD
Norway,1993,total_fertility_rate,%,1.86,OECD
Poland,1993,total_fertility_rate,%,1.77,OECD
Portugal,1993,total_fertility_rate,%,1.51,OECD
Slovak Republic,1993,total_fertility_rate,%,1.93,OECD
Slovenia,1993,total_fertility_rate,%,1.33,OECD
Spain,1993,total_fertility_rate,%,1.27,OECD
Sweden,1993,total_fertility_rate,%,2.0,OECD
Switzerland,1993,total_fertility_rate,%,1.51,OECD
Türkiye,1993,total_fertility_rate,%,2.87,OECD
United States,1993,total_fertility_rate,%,2.02,OECD
OECD-38,1993,total_fertility_rate,%,1.86,OECD
Brazil,1993,total_fertility_rate,%,2.66,OECD
China,1993,total_fertility_rate,%,1.69,OECD
India,1993,total_fertility_rate,%,3.8,OECD
Indonesia,1993,total_fertility_rate,%,2.9,OECD
Peru,1993,total_fertility_rate,%,3.55,OECD
South Africa,1993,total_fertility_rate,%,3.37,OECD
Thailand,1993,total_fertility_rate,%,1.97,OECD
Argentina,1993,total_fertility_rate,%,2.97,OECD
Saudi Arabia,1993,total_fertility_rate,%,5.33,OECD
Bulgaria,1993,total_fertility_rate,%,1.46,OECD
Croatia,1993,total_fertility_rate,%,1.43,OECD
EU-27 average,1993,total_fertility_rate,%,1.62,OECD
Australia,1994,total_fertility_rate,%,1.84,OECD
Austria,1994,total_fertility_rate,%,1.47,OECD
Belgium,1994,total_fertility_rate,%,1.56,OECD
Canada,1994,total_fertility_rate,%,1.69,OECD
Chile,1994,total_fertility_rate,%,2.43,OECD
Colombia,1994,total_fertility_rate,%,2.94,OECD
Costa Rica,1994,total_fertility_rate,%,2.86,OECD
Czechia,1994,total_fertility_rate,%,1.44,OECD
Denmark,1994,total_fertility_rate,%,1.81,OECD
Estonia,1994,total_fertility_rate,%,1.42,OECD
Finland,1994,total_fertility_rate,%,1.85,OECD
France,1994,total_fertility_rate,%,1.68,OECD
Germany,1994,total_fertility_rate,%,1.24,OECD
Greece,1994,total_fertility_rate,%,1.33,OECD
Hungary,1994,total_fertility_rate,%,1.64,OECD
Iceland,1994,total_fertility_rate,%,2.14,OECD
Ireland,1994,total_fertility_rate,%,1.85,OECD
Italy,1994,total_fertility_rate,%,1.22,OECD
Japan,1994,total_fertility_rate,%,1.5,OECD
Korea,1994,total_fertility_rate,%,1.66,OECD
Latvia,1994,total_fertility_rate,%,1.39,OECD
Lithuania,1994,total_fertility_rate,%,1.57,OECD
Luxembourg,1994,total_fertility_rate,%,1.72,OECD
Mexico,1994,total_fertility_rate,%,3.1,OECD
Netherlands,1994,total_fertility_rate,%,1.57,OECD
New Zealand,1994,total_fertility_rate,%,1.98,OECD
Norway,1994,total_fertility_rate,%,1.87,OECD
Poland,1994,total_fertility_rate,%,1.72,OECD
Portugal,1994,total_fertility_rate,%,1.44,OECD
Slovak Republic,1994,total_fertility_rate,%,1.67,OECD
Slovenia,1994,total_fertility_rate,%,1.32,OECD
Spain,1994,total_fertility_rate,%,1.2,OECD
Sweden,1994,total_fertility_rate,%,1.89,OECD
Switzerland,1994,total_fertility_rate,%,1.49,OECD
Türkiye,1994,total_fertility_rate,%,2.81,OECD
United States,1994,total_fertility_rate,%,2.0,OECD
OECD-38,1994,total_fertility_rate,%,1.81,OECD
Brazil,1994,total_fertility_rate,%,2.6,OECD
China,1994,total_fertility_rate,%,1.63,OECD
India,1994,total_fertility_rate,%,3.72,OECD
Indonesia,1994,total_fertility_rate,%,2.85,OECD
Peru,1994,total_fertility_rate,%,3.43,OECD
South Africa,1994,total_fertility_rate,%,3.26,OECD
Thailand,1994,total_fertility_rate,%,1.93,OECD
Argentina,1994,total_fertility_rate,%,2.94,OECD
Saudi Arabia,1994,total_fertility_rate,%,5.16,OECD
Bulgaria,1994,total_fertility_rate,%,1.37,OECD
Croatia,1994,total_fertility_rate,%,1.43,OECD
EU-27 average,1994,total_fertility_rate,%,1.57,OECD
Australia,1995,total_fertility_rate,%,1.82,OECD
Austria,1995,total_fertility_rate,%,1.42,OECD
Belgium,1995,total_fertility_rate,%,1.56,OECD
Canada,1995,total_fertility_rate,%,1.67,OECD
Chile,1995,total_fertility_rate,%,2.37,OECD
Colombia,1995,total_fertility_rate,%,2.85,OECD
Costa Rica,1995,total_fertility_rate,%,2.78,OECD
Czechia,1995,total_fertility_rate,%,1.28,OECD
Denmark,1995,total_fertility_rate,%,1.81,OECD
Estonia,1995,total_fertility_rate,%,1.38,OECD
Finland,1995,total_fertility_rate,%,1.81,OECD
France,1995,total_fertility_rate,%,1.73,OECD
Germany,1995,total_fertility_rate,%,1.25,OECD
Greece,1995,total_fertility_rate,%,1.28,OECD
Hungary,1995,total_fertility_rate,%,1.57,OECD
Iceland,1995,total_fertility_rate,%,2.08,OECD
Ireland,1995,total_fertility_rate,%,1.85,OECD
Italy,1995,total_fertility_rate,%,1.19,OECD
Japan,1995,total_fertility_rate,%,1.42,OECD
Korea,1995,total_fertility_rate,%,1.63,OECD
Latvia,1995,total_fertility_rate,%,1.26,OECD
Lithuania,1995,total_fertility_rate,%,1.55,OECD
Luxembourg,1995,total_fertility_rate,%,1.67,OECD
Mexico,1995,total_fertility_rate,%,3.02,OECD
Netherlands,1995,total_fertility_rate,%,1.53,OECD
New Zealand,1995,total_fertility_rate,%,1.98,OECD
Norway,1995,total_fertility_rate,%,1.87,OECD
Poland,1995,total_fertility_rate,%,1.55,OECD
Portugal,1995,total_fertility_rate,%,1.41,OECD
Slovak Republic,1995,total_fertility_rate,%,1.52,OECD
Slovenia,1995,total_fertility_rate,%,1.29,OECD
Spain,1995,total_fertility_rate,%,1.17,OECD
Sweden,1995,total_fertility_rate,%,1.74,OECD
Switzerland,1995,total_fertility_rate,%,1.48,OECD
Türkiye,1995,total_fertility_rate,%,2.75,OECD
United States,1995,total_fertility_rate,%,1.98,OECD
OECD-38,1995,total_fertility_rate,%,1.77,OECD
Brazil,1995,total_fertility_rate,%,2.57,OECD
China,1995,total_fertility_rate,%,1.59,OECD
India,1995,total_fertility_rate,%,3.65,OECD
Indonesia,1995,total_fertility_rate,%,2.81,OECD
Peru,1995,total_fertility_rate,%,3.32,OECD
South Africa,1995,total_fertility_rate,%,3.17,OECD
Thailand,1995,total_fertility_rate,%,1.89,OECD
Argentina,1995,total_fertility_rate,%,2.86,OECD
Saudi Arabia,1995,total_fertility_rate,%,4.99,OECD
Bulgaria,1995,total_fertility_rate,%,1.23,OECD
Croatia,1995,total_fertility_rate,%,1.5,OECD
EU-27 average,1995,total_fertility_rate,%,1.51,OECD
Australia,1996,total_fertility_rate,%,1.8,OECD
Austria,1996,total_fertility_rate,%,1.45,OECD
Belgium,1996,total_fertility_rate,%,1.59,OECD
Canada,1996,total_fertility_rate,%,1.63,OECD
Chile,1996,total_fertility_rate,%,2.31,OECD
Colombia,1996,total_fertility_rate,%,2.77,OECD
Costa Rica,1996,total_fertility_rate,%,2.68,OECD
Czechia,1996,total_fertility_rate,%,1.19,OECD
Denmark,1996,total_fertility_rate,%,1.75,OECD
Estonia,1996,total_fertility_rate,%,1.37,OECD
Finland,1996,total_fertility_rate,%,1.76,OECD
France,1996,total_fertility_rate,%,1.75,OECD
Germany,1996,total_fertility_rate,%,1.32,OECD
Greece,1996,total_fertility_rate,%,1.26,OECD
Hungary,1996,total_fertility_rate,%,1.46,OECD
Iceland,1996,total_fertility_rate,%,2.12,OECD
Ireland,1996,total_fertility_rate,%,1.89,OECD
Italy,1996,total_fertility_rate,%,1.22,OECD
Japan,1996,total_fertility_rate,%,1.43,OECD
Korea,1996,total_fertility_rate,%,1.57,OECD
Latvia,1996,total_fertility_rate,%,1.16,OECD
Lithuania,1996,total_fertility_rate,%,1.49,OECD
Luxembourg,1996,total_fertility_rate,%,1.76,OECD
Mexico,1996,total_fertility_rate,%,2.95,OECD
Netherlands,1996,total_fertility_rate,%,1.53,OECD
New Zealand,1996,total_fertility_rate,%,1.96,OECD
Norway,1996,total_fertility_rate,%,1.89,OECD
Poland,1996,total_fertility_rate,%,1.53,OECD
Portugal,1996,total_fertility_rate,%,1.44,OECD
Slovak Republic,1996,total_fertility_rate,%,1.47,OECD
Slovenia,1996,total_fertility_rate,%,1.28,OECD
Spain,1996,total_fertility_rate,%,1.16,OECD
Sweden,1996,total_fertility_rate,%,1.61,OECD
Switzerland,1996,total_fertility_rate,%,1.5,OECD
Türkiye,1996,total_fertility_rate,%,2.69,OECD
United States,1996,total_fertility_rate,%,1.98,OECD
OECD-38,1996,total_fertility_rate,%,1.75,OECD
Brazil,1996,total_fertility_rate,%,2.51,OECD
China,1996,total_fertility_rate,%,1.55,OECD
India,1996,total_fertility_rate,%,3.58,OECD
Indonesia,1996,total_fertility_rate,%,2.78,OECD
Peru,1996,total_fertility_rate,%,3.2,OECD
South Africa,1996,total_fertility_rate,%,2.99,OECD
Thailand,1996,total_fertility_rate,%,1.87,OECD
Argentina,1996,total_fertility_rate,%,2.78,OECD
Saudi Arabia,1996,total_fertility_rate,%,4.81,OECD
Bulgaria,1996,total_fertility_rate,%,1.23,OECD
Croatia,1996,total_fertility_rate,%,1.64,OECD
EU-27 average,1996,total_fertility_rate,%,1.5,OECD
Australia,1997,total_fertility_rate,%,1.78,OECD
Austria,1997,total_fertility_rate,%,1.39,OECD
Belgium,1997,total_fertility_rate,%,1.6,OECD
Canada,1997,total_fertility_rate,%,1.57,OECD
Chile,1997,total_fertility_rate,%,2.24,OECD
Colombia,1997,total_fertility_rate,%,2.74,OECD
Costa Rica,1997,total_fertility_rate,%,2.59,OECD
Czechia,1997,total_fertility_rate,%,1.17,OECD
Denmark,1997,total_fertility_rate,%,1.76,OECD
Estonia,1997,total_fertility_rate,%,1.32,OECD
Finland,1997,total_fertility_rate,%,1.75,OECD
France,1997,total_fertility_rate,%,1.75,OECD
Germany,1997,total_fertility_rate,%,1.37,OECD
Greece,1997,total_fertility_rate,%,1.27,OECD
Hungary,1997,total_fertility_rate,%,1.38,OECD
Iceland,1997,total_fertility_rate,%,2.04,OECD
Ireland,1997,total_fertility_rate,%,1.94,OECD
Italy,1997,total_fertility_rate,%,1.23,OECD
Japan,1997,total_fertility_rate,%,1.39,OECD
Korea,1997,total_fertility_rate,%,1.54,OECD
Latvia,1997,total_fertility_rate,%,1.11,OECD
Lithuania,1997,total_fertility_rate,%,1.47,OECD
Luxembourg,1997,total_fertility_rate,%,1.71,OECD
Mexico,1997,total_fertility_rate,%,2.88,OECD
Netherlands,1997,total_fertility_rate,%,1.56,OECD
New Zealand,1997,total_fertility_rate,%,1.96,OECD
Norway,1997,total_fertility_rate,%,1.86,OECD
Poland,1997,total_fertility_rate,%,1.47,OECD
Portugal,1997,total_fertility_rate,%,1.47,OECD
Slovak Republic,1997,total_fertility_rate,%,1.43,OECD
Slovenia,1997,total_fertility_rate,%,1.25,OECD
Spain,1997,total_fertility_rate,%,1.18,OECD
Sweden,1997,total_fertility_rate,%,1.53,OECD
Switzerland,1997,total_fertility_rate,%,1.48,OECD
Türkiye,1997,total_fertility_rate,%,2.63,OECD
United States,1997,total_fertility_rate,%,1.97,OECD
OECD-38,1997,total_fertility_rate,%,1.72,OECD
Brazil,1997,total_fertility_rate,%,2.47,OECD
China,1997,total_fertility_rate,%,1.53,OECD
India,1997,total_fertility_rate,%,3.51,OECD
Indonesia,1997,total_fertility_rate,%,2.74,OECD
Peru,1997,total_fertility_rate,%,3.1,OECD
South Africa,1997,total_fertility_rate,%,2.73,OECD
Thailand,1997,total_fertility_rate,%,1.85,OECD
Argentina,1997,total_fertility_rate,%,2.71,OECD
Saudi Arabia,1997,total_fertility_rate,%,4.66,OECD
Bulgaria,1997,total_fertility_rate,%,1.09,OECD
Croatia,1997,total_fertility_rate,%,1.69,OECD
EU-27 average,1997,total_fertility_rate,%,1.48,OECD
Australia,1998,total_fertility_rate,%,1.76,OECD
Austria,1998,total_fertility_rate,%,1.37,OECD
Belgium,1998,total_fertility_rate,%,1.6,OECD
Canada,1998,total_fertility_rate,%,1.56,OECD
Chile,1998,total_fertility_rate,%,2.17,OECD
Colombia,1998,total_fertility_rate,%,2.72,OECD
Costa Rica,1998,total_fertility_rate,%,2.53,OECD
Czechia,1998,total_fertility_rate,%,1.16,OECD
Denmark,1998,total_fertility_rate,%,1.73,OECD
Estonia,1998,total_fertility_rate,%,1.28,OECD
Finland,1998,total_fertility_rate,%,1.71,OECD
France,1998,total_fertility_rate,%,1.78,OECD
Germany,1998,total_fertility_rate,%,1.36,OECD
Greece,1998,total_fertility_rate,%,1.24,OECD
Hungary,1998,total_fertility_rate,%,1.33,OECD
Iceland,1998,total_fertility_rate,%,2.05,OECD
Ireland,1998,total_fertility_rate,%,1.95,OECD
Italy,1998,total_fertility_rate,%,1.21,OECD
Japan,1998,total_fertility_rate,%,1.38,OECD
Korea,1998,total_fertility_rate,%,1.46,OECD
Latvia,1998,total_fertility_rate,%,1.1,OECD
Lithuania,1998,total_fertility_rate,%,1.46,OECD
Luxembourg,1998,total_fertility_rate,%,1.67,OECD
Mexico,1998,total_fertility_rate,%,2.82,OECD
Netherlands,1998,total_fertility_rate,%,1.63,OECD
New Zealand,1998,total_fertility_rate,%,1.89,OECD
Norway,1998,total_fertility_rate,%,1.81,OECD
Poland,1998,total_fertility_rate,%,1.41,OECD
Portugal,1998,total_fertility_rate,%,1.48,OECD
Slovak Republic,1998,total_fertility_rate,%,1.37,OECD
Slovenia,1998,total_fertility_rate,%,1.23,OECD
Spain,1998,total_fertility_rate,%,1.16,OECD
Sweden,1998,total_fertility_rate,%,1.51,OECD
Switzerland,1998,total_fertility_rate,%,1.47,OECD
Türkiye,1998,total_fertility_rate,%,2.56,OECD
United States,1998,total_fertility_rate,%,2.0,OECD
OECD-38,1998,total_fertility_rate,%,1.7,OECD
Brazil,1998,total_fertility_rate,%,2.42,OECD
China,1998,total_fertility_rate,%,1.52,OECD
India,1998,total_fertility_rate,%,3.45,OECD
Indonesia,1998,total_fertility_rate,%,2.66,OECD
Peru,1998,total_fertility_rate,%,3.0,OECD
South Africa,1998,total_fertility_rate,%,2.63,OECD
Thailand,1998,total_fertility_rate,%,1.82,OECD
Argentina,1998,total_fertility_rate,%,2.66,OECD
Saudi Arabia,1998,total_fertility_rate,%,4.52,OECD
Bulgaria,1998,total_fertility_rate,%,1.11,OECD
Croatia,1998,total_fertility_rate,%,1.45,OECD
EU-27 average,1998,total_fertility_rate,%,1.45,OECD
Australia,1999,total_fertility_rate,%,1.76,OECD
Austria,1999,total_fertility_rate,%,1.34,OECD
Belgium,1999,total_fertility_rate,%,1.62,OECD
Canada,1999,total_fertility_rate,%,1.55,OECD
Chile,1999,total_fertility_rate,%,2.11,OECD
Colombia,1999,total_fertility_rate,%,2.64,OECD
Costa Rica,1999,total_fertility_rate,%,2.48,OECD
Czechia,1999,total_fertility_rate,%,1.13,OECD
Denmark,1999,total_fertility_rate,%,1.74,OECD
Estonia,1999,total_fertility_rate,%,1.3,OECD
Finland,1999,total_fertility_rate,%,1.73,OECD
France,1999,total_fertility_rate,%,1.81,OECD
Germany,1999,total_fertility_rate,%,1.36,OECD
Greece,1999,total_fertility_rate,%,1.23,OECD
Hungary,1999,total_fertility_rate,%,1.29,OECD
Iceland,1999,total_fertility_rate,%,1.99,OECD
Ireland,1999,total_fertility_rate,%,1.91,OECD
Italy,1999,total_fertility_rate,%,1.23,OECD
Japan,1999,total_fertility_rate,%,1.34,OECD
Korea,1999,total_fertility_rate,%,1.43,OECD
Latvia,1999,total_fertility_rate,%,1.18,OECD
Lithuania,1999,total_fertility_rate,%,1.46,OECD
Luxembourg,1999,total_fertility_rate,%,1.71,OECD
Mexico,1999,total_fertility_rate,%,2.77,OECD
Netherlands,1999,total_fertility_rate,%,1.65,OECD
New Zealand,1999,total_fertility_rate,%,1.97,OECD
Norway,1999,total_fertility_rate,%,1.85,OECD
Poland,1999,total_fertility_rate,%,1.37,OECD
Portugal,1999,total_fertility_rate,%,1.51,OECD
Slovak Republic,1999,total_fertility_rate,%,1.33,OECD
Slovenia,1999,total_fertility_rate,%,1.21,OECD
Spain,1999,total_fertility_rate,%,1.19,OECD
Sweden,1999,total_fertility_rate,%,1.5,OECD
Switzerland,1999,total_fertility_rate,%,1.48,OECD
Türkiye,1999,total_fertility_rate,%,2.48,OECD
United States,1999,total_fertility_rate,%,2.01,OECD
OECD-38,1999,total_fertility_rate,%,1.69,OECD
Brazil,1999,total_fertility_rate,%,2.34,OECD
China,1999,total_fertility_rate,%,1.53,OECD
India,1999,total_fertility_rate,%,3.38,OECD
Indonesia,1999,total_fertility_rate,%,2.57,OECD
Peru,1999,total_fertility_rate,%,2.92,OECD
South Africa,1999,total_fertility_rate,%,2.56,OECD
Thailand,1999,total_fertility_rate,%,1.77,OECD
Argentina,1999,total_fertility_rate,%,2.64,OECD
Saudi Arabia,1999,total_fertility_rate,%,4.35,OECD
Bulgaria,1999,total_fertility_rate,%,1.23,OECD
Croatia,1999,total_fertility_rate,%,1.38,OECD
EU-27 average,1999,total_fertility_rate,%,1.45,OECD
Australia,2000,total_fertility_rate,%,1.76,OECD
Austria,2000,total_fertility_rate,%,1.36,OECD
Belgium,2000,total_fertility_rate,%,1.67,OECD
Canada,2000,total_fertility_rate,%,1.51,OECD
Chile,2000,total_fertility_rate,%,2.06,OECD
Colombia,2000,total_fertility_rate,%,2.57,OECD
Costa Rica,2000,total_fertility_rate,%,2.41,OECD
Czechia,2000,total_fertility_rate,%,1.14,OECD
Denmark,2000,total_fertility_rate,%,1.77,OECD
Estonia,2000,total_fertility_rate,%,1.36,OECD
Finland,2000,total_fertility_rate,%,1.73,OECD
France,2000,total_fertility_rate,%,1.89,OECD
Germany,2000,total_fertility_rate,%,1.38,OECD
Greece,2000,total_fertility_rate,%,1.25,OECD
Hungary,2000,total_fertility_rate,%,1.33,OECD
Iceland,2000,total_fertility_rate,%,2.08,OECD
Ireland,2000,total_fertility_rate,%,1.9,OECD
Italy,2000,total_fertility_rate,%,1.26,OECD
Japan,2000,total_fertility_rate,%,1.36,OECD
Korea,2000,total_fertility_rate,%,1.48,OECD
Latvia,2000,total_fertility_rate,%,1.25,OECD
Lithuania,2000,total_fertility_rate,%,1.39,OECD
Luxembourg,2000,total_fertility_rate,%,1.78,OECD
Mexico,2000,total_fertility_rate,%,2.72,OECD
Netherlands,2000,total_fertility_rate,%,1.72,OECD
New Zealand,2000,total_fertility_rate,%,1.98,OECD
Norway,2000,total_fertility_rate,%,1.85,OECD
Poland,2000,total_fertility_rate,%,1.37,OECD
Portugal,2000,total_fertility_rate,%,1.56,OECD
Slovak Republic,2000,total_fertility_rate,%,1.29,OECD
Slovenia,2000,total_fertility_rate,%,1.26,OECD
Spain,2000,total_fertility_rate,%,1.23,OECD
Sweden,2000,total_fertility_rate,%,1.55,OECD
Switzerland,2000,total_fertility_rate,%,1.5,OECD
Türkiye,2000,total_fertility_rate,%,2.27,OECD
United States,2000,total_fertility_rate,%,2.06,OECD
OECD-38,2000,total_fertility_rate,%,1.7,OECD
Brazil,2000,total_fertility_rate,%,2.25,OECD
China,2000,total_fertility_rate,%,1.63,OECD
India,2000,total_fertility_rate,%,3.35,OECD
Indonesia,2000,total_fertility_rate,%,2.5,OECD
Peru,2000,total_fertility_rate,%,2.85,OECD
South Africa,2000,total_fertility_rate,%,2.41,OECD
Thailand,2000,total_fertility_rate,%,1.73,OECD
Argentina,2000,total_fertility_rate,%,2.59,OECD
Saudi Arabia,2000,total_fertility_rate,%,4.21,OECD
Bulgaria,2000,total_fertility_rate,%,1.26,OECD
Croatia,2000,total_fertility_rate,%,1.39,OECD
EU-27 average,2000,total_fertility_rate,%,1.47,OECD
Australia,2001,total_fertility_rate,%,1.73,OECD
Austria,2001,total_fertility_rate,%,1.33,OECD
Belgium,2001,total_fertility_rate,%,1.67,OECD
Canada,2001,total_fertility_rate,%,1.54,OECD
Chile,2001,total_fertility_rate,%,2.01,OECD
Colombia,2001,total_fertility_rate,%,2.52,OECD
Costa Rica,2001,total_fertility_rate,%,2.31,OECD
Czechia,2001,total_fertility_rate,%,1.15,OECD
Denmark,2001,total_fertility_rate,%,1.75,OECD
Estonia,2001,total_fertility_rate,%,1.32,OECD
Finland,2001,total_fertility_rate,%,1.73,OECD
France,2001,total_fertility_rate,%,1.9,OECD
Germany,2001,total_fertility_rate,%,1.35,OECD
Greece,2001,total_fertility_rate,%,1.25,OECD
Hungary,2001,total_fertility_rate,%,1.31,OECD
Iceland,2001,total_fertility_rate,%,1.95,OECD
Ireland,2001,total_fertility_rate,%,1.96,OECD
Italy,2001,total_fertility_rate,%,1.25,OECD
Japan,2001,total_fertility_rate,%,1.33,OECD
Korea,2001,total_fertility_rate,%,1.31,OECD
Latvia,2001,total_fertility_rate,%,1.22,OECD
Lithuania,2001,total_fertility_rate,%,1.29,OECD
Luxembourg,2001,total_fertility_rate,%,1.66,OECD
Mexico,2001,total_fertility_rate,%,2.67,OECD
Netherlands,2001,total_fertility_rate,%,1.71,OECD
New Zealand,2001,total_fertility_rate,%,1.97,OECD
Norway,2001,total_fertility_rate,%,1.78,OECD
Poland,2001,total_fertility_rate,%,1.32,OECD
Portugal,2001,total_fertility_rate,%,1.46,OECD
Slovak Republic,2001,total_fertility_rate,%,1.2,OECD
Slovenia,2001,total_fertility_rate,%,1.21,OECD
Spain,2001,total_fertility_rate,%,1.24,OECD
Sweden,2001,total_fertility_rate,%,1.57,OECD
Switzerland,2001,total_fertility_rate,%,1.38,OECD
Türkiye,2001,total_fertility_rate,%,2.37,OECD
United States,2001,total_fertility_rate,%,2.03,OECD
OECD-38,2001,total_fertility_rate,%,1.66,OECD
Brazil,2001,total_fertility_rate,%,2.16,OECD
China,2001,total_fertility_rate,%,1.56,OECD
India,2001,total_fertility_rate,%,3.3,OECD
Indonesia,2001,total_fertility_rate,%,2.47,OECD
Peru,2001,total_fertility_rate,%,2.74,OECD
South Africa,2001,total_fertility_rate,%,2.37,OECD
Thailand,2001,total_fertility_rate,%,1.71,OECD
Argentina,2001,total_fertility_rate,%,2.53,OECD
Saudi Arabia,2001,total_fertility_rate,%,3.96,OECD
Bulgaria,2001,total_fertility_rate,%,1.21,OECD
Croatia,2001,total_fertility_rate,%,1.46,OECD
EU-27 average,2001,total_fertility_rate,%,1.44,OECD
Australia,2002,total_fertility_rate,%,1.77,OECD
Austria,2002,total_fertility_rate,%,1.39,OECD
Belgium,2002,total_fertility_rate,%,1.65,OECD
Canada,2002,total_fertility_rate,%,1.52,OECD
Chile,2002,total_fertility_rate,%,1.97,OECD
Colombia,2002,total_fertility_rate,%,2.49,OECD
Costa Rica,2002,total_fertility_rate,%,2.16,OECD
Czechia,2002,total_fertility_rate,%,1.17,OECD
Denmark,2002,total_fertility_rate,%,1.72,OECD
Estonia,2002,total_fertility_rate,%,1.36,OECD
Finland,2002,total_fertility_rate,%,1.72,OECD
France,2002,total_fertility_rate,%,1.88,OECD
Germany,2002,total_fertility_rate,%,1.34,OECD
Greece,2002,total_fertility_rate,%,1.28,OECD
